id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T1017	1	Command Chart > character move name	<r疾爪|しっそう>	Swift Fang			e2e:movesets	NA2_SLPS@0x3511C0	NUN5_TEXTENG@0x6D98	slot	24				
T1018	1	Command Chart > character move name	<r爪牙|そうが>	Tooth and Claw			e2e:movesets	NA2_SLPS@0x3511D8	NUN5_TEXTENG@0x6DA8	slot	24				
T1019	1	Command Chart > character move name	<r獣電|じゅうでん>	Beast Lightning			e2e:movesets	NA2_SLPS@0x3511F0	NUN5_TEXTENG@0x6DC0	slot	32				
T1020	1	Command Chart > character move name	<r昇双脚|しょうそうきゃく>	Rising Double Kick			e2e:movesets	NA2_SLPS@0x351210	NUN5_TEXTENG@0x6DD0	slot	32				
T1021	1	Command Chart > character move name	<r天裂爪|てんれつそう>	Slicing Fang of Sky			e2e:movesets	NA2_SLPS@0x351230	NUN5_TEXTENG@0x6DF0	slot	32				
T1022	1	Command Chart > character move name	<r戯獣脚|ぎじゅうきゃく>	Transient Beast Kick			e2e:movesets	NA2_SLPS@0x351250	NUN5_TEXTENG@0x6E10	slot	32				
T1023	1	Command Chart > character move name	<r転双脚|てんそうきゃく>	Rolling Double Kick			e2e:movesets	NA2_SLPS@0x351270	NUN5_TEXTENG@0x6E30	slot	32				
T1024	1	Command Chart > character move name	<r獣蹴激|じゅうしゅうげき>	Beast Crush Kick 			e2e:movesets	NA2_SLPS@0x351290	NUN5_TEXTENG@0x6E50	slot	32				
T1025	1	Command Chart > character move name	<r蟲縛|むししば>りの<r術|じゅつ>	Insect Paralysis Jutsu			e2e:movesets	NA2_SLPS@0x356600	NUN5_TEXTENG@0x6F30	slot	48				
T1026	1	Command Chart > character move name	<r蟲柱|むしばしら>の<r術|じゅつ>	Insect Pillar Jutsu			e2e:movesets	NA2_SLPS@0x356630	NUN5_TEXTENG@0x6F50	slot	48				
T1027	1	Command Chart > character move name	<r旋円蟲|せんえんちゅう>	Turning Circle of Insects			e2e:movesets	NA2_SLPS@0x356660	NUN5_TEXTENG@0x6F70	slot	32				
T1028	1	Command Chart > character move name	<r衝突蟲|しょうとっちゅう>	Impact Insects			e2e:movesets	NA2_SLPS@0x356680	NUN5_TEXTENG@0x6F90	slot	32				
T1029	1	Command Chart > character move name	<r蟲旋脚|ちゅうせんきゃく>	Insect Spiral Kick			e2e:movesets	NA2_SLPS@0x3566A0	NUN5_TEXTENG@0x6FA0	slot	32				
T1030	1	Command Chart > character move name	<r蟲波拳|ちゅうはけん>	Insect Wave Fist			e2e:movesets	NA2_SLPS@0x3566C0	NUN5_TEXTENG@0x6FC0	slot	32				
T1031	1	Command Chart > character move name	<r天蟲殺|てんちゅうさつ>	Sky Insect Death			e2e:movesets	NA2_SLPS@0x3566E0	NUN5_TEXTENG@0x6FE0	slot	32				
T1032	1	Command Chart > character move name	<r這面蟲|はいめんちゅう>	Crawling Insects			e2e:movesets	NA2_SLPS@0x356700	NUN5_TEXTENG@0x7000	slot	32				
T1033	1	Command Chart > character move name	<r蟲拳打|ちゅうけんだ>	Insect Fist Hit			e2e:movesets	NA2_SLPS@0x356720	NUN5_TEXTENG@0x7020	slot	32				
T1034	1	Command Chart > character move name	<r瞬蟲撃|しゅんちゅうげき>	Instant Insect Strike			e2e:movesets	NA2_SLPS@0x356740	NUN5_TEXTENG@0x7030	slot	32				
T1035	1	Command Chart > character move name	<r天翔蟲|てんしょうちゅう>	Soaring Insects of Sky			e2e:movesets	NA2_SLPS@0x356760	NUN5_TEXTENG@0x7050	slot	32				
T1036	1	Command Chart > character move name	<r蟲降脚|ちゅうこうきゃく>	Insect Drop Kick			e2e:movesets	NA2_SLPS@0x356780	NUN5_TEXTENG@0x7070	slot	32				
T1037	1	Command Chart > character move name	<r襲降蟲|しゅうこうちゅう>	Raid of Insects			e2e:movesets	NA2_SLPS@0x3567A0	NUN5_TEXTENG@0x7090	slot	32				
T1038	1	Command Chart > character move name	<r震振蟲|しんしんちゅう>	Throbbing Insects			e2e:movesets	NA2_SLPS@0x3567C0	NUN5_TEXTENG@0x70A0	slot	32				
T1039	1	Command Chart > character move name	<r傀儡|くぐつ>　<r卍砲|まんじほう>	Puppet: Manji Shot			e2e:movesets	NA2_SLPS@0x35BFB0	NUN5_TEXTENG@0x7180	slot	48				
T1040	1	Command Chart > character move name	<r一対|いっつい>の<r処女|しょじょ>	Pair of Maidens			e2e:movesets	NA2_SLPS@0x35BFE0	NUN5_TEXTENG@0x71A0	slot	48				
T1041	1	Command Chart > character move name	<r傀儡|くぐつ>　<r風穴|かざあな>	Puppet: Wind Hole			e2e:movesets	NA2_SLPS@0x35C010	NUN5_TEXTENG@0x71B0	slot	48				
T1042	1	Command Chart > character move name	<r傀儡|くぐつ>　<r噴弾|ふんだん>	Puppet: Spewing Shot			e2e:movesets	NA2_SLPS@0x35C040	NUN5_TEXTENG@0x71D0	slot	48				
T1043	1	Command Chart > character move name	<r傀儡|くぐつ>　<r朧独楽|おぼろごま>	Puppet: Hazy Spin			e2e:movesets	NA2_SLPS@0x35C070	NUN5_TEXTENG@0x71F0	slot	48				
T1044	1	Command Chart > character move name	<r傀儡|くぐつ>　<r懺悔|ざんげ>	Puppet: Confession			e2e:movesets	NA2_SLPS@0x35C0A0	NUN5_TEXTENG@0x7210	slot	32				
T1045	1	Command Chart > character move name	<r傀儡|くぐつ>　<r霞独楽|かすみごま>	Puppet: Misty Spin			e2e:movesets	NA2_SLPS@0x35C0C0	NUN5_TEXTENG@0x7230	slot	48				
T1046	1	Command Chart > character move name	<r傀儡|くぐつ>　<r裁|さばき>	Puppet: Judgment			e2e:movesets	NA2_SLPS@0x35C0F0	NUN5_TEXTENG@0x7250	slot	32				
T1047	1	Command Chart > character move name	<r傀儡|くぐつ>　<r流刃|りゅうじん>	Puppet: Flowing Blade			e2e:movesets	NA2_SLPS@0x35C110	NUN5_TEXTENG@0x7270	slot	48				
T1048	1	Command Chart > character move name	<r傀儡|くぐつ>　<r逆手車|さかてぐるま>	Puppet: Reverse Pushcart			e2e:movesets	NA2_SLPS@0x35C140	NUN5_TEXTENG@0x7290	slot	48				
T1049	1	Command Chart > character move name	<r傀儡|くぐつ>　<r無斬|むざん>	Puppet: Slash of Nothingness			e2e:movesets	NA2_SLPS@0x35C170	NUN5_TEXTENG@0x72B0	slot	32				
T1050	1	Command Chart > character move name	<r傀儡|くぐつ>　<r堕羅繰|だらく>	Puppet: Degeneration			e2e:movesets	NA2_SLPS@0x35C190	NUN5_TEXTENG@0x72D0	slot	48				
T1051	1	Command Chart > character move name	<r傀儡|くぐつ>　<r逆手飛車|さかてひしゃ>	Puppet: Flying Reverse Pushcart			e2e:movesets	NA2_SLPS@0x35C1C0	NUN5_TEXTENG@0x72F0	slot	48				
T1052	1	Command Chart > character move name	<r傀儡|くぐつ>　<r双哭|そうこく>	Puppet: Double Scream			e2e:movesets	NA2_SLPS@0x35C1F0	NUN5_TEXTENG@0x7310	slot	48				
T1053	1	Command Chart > character move name	<r大扇風轟壁|だいせんぷうごうへき>	Giant Rumbling Fan Wind Wall			e2e:movesets	NA2_SLPS@0x361900	NUN5_TEXTENG@0x73E0	slot	48				
T1054	1	Command Chart > character move name	カマイタチの<r術|じゅつ>	Wind Scythe Jutsu			e2e:movesets	NA2_SLPS@0x361930	NUN5_TEXTENG@0x7400	slot	32				
T1055	1	Command Chart > character move name	<r風神|ふうじん>の<r舞|まい>	Fujin's Dance			e2e:movesets	NA2_SLPS@0x361950	NUN5_TEXTENG@0x7418	slot	32				
T1056	1	Command Chart > character move name	<r扇旋風|せんせんぷう>	Fan Tornado			e2e:movesets	NA2_SLPS@0x361970	NUN5_TEXTENG@0x7428	slot	32				
T1057	1	Command Chart > character move name	<r地龍|ちりゅう>の<r息|いき>	Breath of the Earth Dragon			e2e:movesets	NA2_SLPS@0x361990	NUN5_TEXTENG@0x7440	slot	32				
T1058	1	Command Chart > character move name	<r回扇刃|かいせんじん>	Spinning Fan Blade			e2e:movesets	NA2_SLPS@0x3619B0	NUN5_TEXTENG@0x7460	slot	32				
T1059	1	Command Chart > character move name	<r暴風昇壁|ぼうふうしょうへき>	Rising Tempest Wall			e2e:movesets	NA2_SLPS@0x3619D0	NUN5_TEXTENG@0x7480	slot	32				
T1060	1	Command Chart > character move name	<r斧扇降|ふせんこう>	Falling Fan Axe			e2e:movesets	NA2_SLPS@0x3619F0	NUN5_TEXTENG@0x74A0	slot	32				
T1061	1	Command Chart > character move name	<r疾風刃|しっぷうじん>	Gale Blade			e2e:movesets	NA2_SLPS@0x361A10	NUN5_TEXTENG@0x74B0	slot	32				
T1062	1	Command Chart > character move name	<r夢扇舞|むせんまい>	Dance of the Dream Fan			e2e:movesets	NA2_SLPS@0x361A30	NUN5_TEXTENG@0x74C0	slot	32				
T1063	1	Command Chart > character move name	<r転身扇刃|てんしんせんじん>	Rotating Fan Blade			e2e:movesets	NA2_SLPS@0x361A50	NUN5_TEXTENG@0x74E0	slot	32				
T1064	1	Command Chart > character move name	<r斧扇兜割|ふせんとうかつ>	Axe Fan Helmet Break			e2e:movesets	NA2_SLPS@0x361A70	NUN5_TEXTENG@0x7500	slot	32				
T1065	1	Command Chart > character move name	<r幻扇舞|げんせんまい>	Dance of the Phantasm Fan			e2e:movesets	NA2_SLPS@0x361A90	NUN5_TEXTENG@0x7520	slot	32				
T1066	1	Command Chart > character move name	<r扇一閃|おおぎいっせん>　	Fan Flash			e2e:movesets	NA2_SLPS@0x361AB0	NUN5_TEXTENG@0x7540	slot	32				
T1067	1	Command Chart > character move name	<r火遁|かとん>・<r火龍炎弾|かりゅうえんだん>	Fire Style: Dragon Flame Bombs			e2e:movesets	NA2_SLPS@0x366FC0	NUN5_TEXTENG@0x7610	slot	48				
T1068	1	Command Chart > character move name	<r土遁|どとん>・<r土流壁|どりゅうへき>	Earth Style: Mud Wall			e2e:movesets	NA2_SLPS@0x366FF0	NUN5_TEXTENG@0x7630	slot	48				
T1069	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r乱|みだ>れ<r打|う>ち	Adamantine Jutsu: Wild Strike			e2e:movesets	NA2_SLPS@0x367020	NUN5_TEXTENG@0x7650	slot	64				
T1070	1	Command Chart > character move name	<r伸身如意|しんしんにょい>	Elastic Nyoi			e2e:movesets	NA2_SLPS@0x367060	NUN5_TEXTENG@0x7670	slot	32				
T1071	1	Command Chart > character move name	<r遊猿脚|ゆうえんきゃく>	Playful Monkey Kick			e2e:movesets	NA2_SLPS@0x367080	NUN5_TEXTENG@0x7680	slot	32				
T1072	1	Command Chart > character move name	<r旋猿脚|せんえんきゃく>	Turning Monkey Kick			e2e:movesets	NA2_SLPS@0x3670A0	NUN5_TEXTENG@0x76A0	slot	32				
T1073	1	Command Chart > character move name	<r顎割|あぎとわ>り	Jawbreaker			e2e:movesets	NA2_SLPS@0x3670C0	NUN5_TEXTENG@0x76B8	slot	32				
T1074	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大地割|だいちわ>り	Adamantine Jutsu: Earthbreaker			e2e:movesets	NA2_SLPS@0x3670E0	NUN5_TEXTENG@0x76D0	slot	48				
T1075	1	Command Chart > character move name	<r猿王|えんおう>の<r牙|きば>	Fangs of the Monkey King			e2e:movesets	NA2_SLPS@0x367110	NUN5_TEXTENG@0x76F0	slot	32				
T1076	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r一本釣|いっぽんづ>り	Adamantine Jutsu: Single-Rod Fishing			e2e:movesets	NA2_SLPS@0x367130	NUN5_TEXTENG@0x7710	slot	64				
T1077	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大打上|おおうちあ>げ	Adamantine Jutsu: Great Launch			e2e:movesets	NA2_SLPS@0x367170	NUN5_TEXTENG@0x7740	slot	64				
T1078	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r頭蓋砕|ずがいくだ>き	Adamantine Jutsu: Cranium Smash			e2e:movesets	NA2_SLPS@0x3671B0	NUN5_TEXTENG@0x7760	slot	64				
T1079	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大打降|おおうちおろ>し	Adamantine Jutsu: Great Prang			e2e:movesets	NA2_SLPS@0x3671F0	NUN5_TEXTENG@0x7780	slot	64				
T1080	1	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r裏突|うらづ>き	Adamantine Jutsu: Under-Thrust			e2e:movesets	NA2_SLPS@0x367230	NUN5_TEXTENG@0x77A0	slot	48				
T1081	1	Command Chart > character move name	<r土遁結界|どとんけっかい>　<r土牢堂無|どろうどうむ>	Earth Style Barrier: Earth Dome Prison			e2e:movesets	NA2_SLPS@0x36C1E0	NUN5_TEXTENG@0x7990	slot	64				
T1082	1	Command Chart > character move name	<r土遁|どとん>・<r土陵団子|どりょうだんご>	Earth Style: Sphere of Graves			e2e:jutsus|e2e:movesets	NA2_SLPS@0x36C220	NUN5_TEXTENG@0x79C0	slot	48				
T1083	1	Command Chart > character move name	<r山顔|ざんがん>	Mountain Face			e2e:movesets	NA2_SLPS@0x36C250	NUN5_TEXTENG@0x79E0	slot	32				
T1084	1	Command Chart > character move name	<r崩掌|ほうしょう>	Shatter Palm			e2e:movesets	NA2_SLPS@0x36C270	NUN5_TEXTENG@0x79F0	slot	32				
T1085	1	Command Chart > character move name	<r岩投|がんとう>	Stone Throw			e2e:movesets	NA2_SLPS@0x36C290	NUN5_TEXTENG@0x7A00	slot	24				
T1086	1	Command Chart > character move name	<r放打|ほうだ>	Releasing Strike			e2e:movesets	NA2_SLPS@0x36C2A8	NUN5_TEXTENG@0x7A10	slot	24				
T1087	1	Command Chart > character move name	<r雷豪|らいごう>	Thunderbolt Roar			e2e:movesets	NA2_SLPS@0x36C2C0	NUN5_TEXTENG@0x7A30	slot	32				
T1088	1	Command Chart > character move name	<r伐掌|ばっしょう>	Cutting Palm			e2e:movesets	NA2_SLPS@0x36C2E0	NUN5_TEXTENG@0x7A48	slot	32				
T1089	1	Command Chart > character move name	<r剛突|ごうとつ>	Heavy Thrust			e2e:movesets	NA2_SLPS@0x36C300	NUN5_TEXTENG@0x7A58	slot	32				
T1090	1	Command Chart > character move name	<r暴砲|ぼうほう>	Violent Cannonball			e2e:movesets	NA2_SLPS@0x36C320	NUN5_TEXTENG@0x7A70	slot	32				
T1091	1	Command Chart > character move name	<r昇雷|しょうらい>	Rising Thunder			e2e:movesets	NA2_SLPS@0x36C340	NUN5_TEXTENG@0x7A88	slot	32				
T1092	1	Command Chart > character move name	<r落体|らくてい>	Body Drop			e2e:movesets	NA2_SLPS@0x36C360	NUN5_TEXTENG@0x7A98	slot	32				
T1093	1	Command Chart > character move name	<r落撃|らくげき>	Drop Attack			e2e:movesets	NA2_SLPS@0x36C380	NUN5_TEXTENG@0x7AA8	slot	32				
T1094	1	Command Chart > character move name	<r突肩|とっけん>	Shoulder Charge			e2e:movesets	NA2_SLPS@0x36C3A0	NUN5_TEXTENG@0x7AC0	slot	32				
T1095	1	Command Chart > character move name	<r蜘蛛巣開|クモソウカイ>	Spiral Spider Web			e2e:movesets	NA2_SLPS@0x3711E0	NUN5_TEXTENG@0x7B80	slot	32				
T1096	1	Command Chart > character move name	<r大蜘蛛落|おおグモお>とし	Giant Spider Drop			e2e:jutsus|e2e:movesets	NA2_SLPS@0x371200	NUN5_TEXTENG@0x7BA0	slot	32				
T1097	1	Command Chart > character move name	<r蜘蛛足返|クモあしがえ>し	Spider Leg Counter			e2e:movesets	NA2_SLPS@0x371220	NUN5_TEXTENG@0x7BC0	slot	32				
T1098	1	Command Chart > character move name	<r粘金棘刺|ねんきんきょくし>	Malleable Metal Stab			e2e:movesets	NA2_SLPS@0x371240	NUN5_TEXTENG@0x7BE0	slot	32				
T1099	1	Command Chart > character move name	<r粘金咬顎|ねんきんこうがく>	Malleable Metal Jaw Bite			e2e:movesets	NA2_SLPS@0x371260	NUN5_TEXTENG@0x7C00	slot	32				
T1100	1	Command Chart > character move name	<r蜘蛛足爪裁|クモあしそうさい>	Spider Foot Claw Cut 			e2e:movesets	NA2_SLPS@0x371280	NUN5_TEXTENG@0x7C20	slot	32				
T1101	1	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r舞鳥捕獲|まいどりほかく>	Spider Gum: Dancing Bird Capture			e2e:movesets	NA2_SLPS@0x3712A0	NUN5_TEXTENG@0x7C40	slot	64				
T1102	1	Command Chart > character move name	<r蜘蛛旋斧|クモせんぷ>	Spider Spiral Axe			e2e:movesets	NA2_SLPS@0x3712E0	NUN5_TEXTENG@0x7C70	slot	32				
T1103	1	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r這虫捕獲|はいむしほかく>	Spider Gum: Crawling Insect Capture			e2e:movesets	NA2_SLPS@0x371300	NUN5_TEXTENG@0x7C90	slot	64				
T1104	1	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r天下半周|てんげはんしゅう>	Spider Gum: Halfway Around the Earth			e2e:movesets	NA2_SLPS@0x371340	NUN5_TEXTENG@0x7CC0	slot	64				
T1105	1	Command Chart > character move name	<r蜘蛛昇槍|クモしょうそう>	Spider Rising Spear 			e2e:movesets	NA2_SLPS@0x371380	NUN5_TEXTENG@0x7CF0	slot	32				
T1106	1	Command Chart > character move name	<r天井這落|てんじょうしゃらく>	Ceiling Crawl Drop			e2e:movesets	NA2_SLPS@0x3713A0	NUN5_TEXTENG@0x7D10	slot	32				
T1107	1	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r纏糸|てんし>	Spider Gum: Clad String			e2e:movesets	NA2_SLPS@0x3713C0	NUN5_TEXTENG@0x7D30	slot	48				
T1108	1	Command Chart > character move name	<r八艘蜘蛛足|はっそうクモあし>	8 Ship Spider Leg 			e2e:movesets	NA2_SLPS@0x3713F0	NUN5_TEXTENG@0x7D50	slot	32				
T1109	1	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r絆狂|はんきょう>	Musical Manipulation: Tied Madness			e2e:movesets	NA2_SLPS@0x375DF0	NUN5_TEXTENG@0x7E20	slot	64				
T1110	1	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r独葬|どくそう>	Musical Manipulation: Single Burial 			e2e:movesets	NA2_SLPS@0x375E30	NUN5_TEXTENG@0x7E50	slot	48				
T1111	1	Command Chart > character move name	<r魔笛|まてき>　<r鎖音|さいん>	Demon Flute: Chain Sound			e2e:movesets	NA2_SLPS@0x375E60	NUN5_TEXTENG@0x7E80	slot	32				
T1112	1	Command Chart > character move name	<r魔笛|まてき>　<r音羽|おとは>	Demon Flute: Sound Wings			e2e:movesets	NA2_SLPS@0x375E80	NUN5_TEXTENG@0x7EA0	slot	32				
T1113	1	Command Chart > character move name	<r魔笛|まてき>　<r滴音|てきいん>	Demon Flute: Drop Sound			e2e:movesets	NA2_SLPS@0x375EA0	NUN5_TEXTENG@0x7EC0	slot	48				
T1114	1	Command Chart > character move name	<r魔笛|まてき>　<r円音|えんいん>	Demon Flute: Circle Sound			e2e:movesets	NA2_SLPS@0x375ED0	NUN5_TEXTENG@0x7EE0	slot	48				
T1115	1	Command Chart > character move name	<r魔笛|まてき>　<r月音|げついん>	Demon Flute: Moon Sound			e2e:movesets	NA2_SLPS@0x375F00	NUN5_TEXTENG@0x7F00	slot	48				
T1116	1	Command Chart > character move name	<r魔笛|まてき>　<r跫音|きょうおん>	Demon Flute: Footstep Sound			e2e:movesets	NA2_SLPS@0x375F30	NUN5_TEXTENG@0x7F20	slot	48				
T1117	1	Command Chart > character move name	<r魔笛|まてき>　<r波音|はいん>	Demon Flute: Wave Sound			e2e:movesets	NA2_SLPS@0x375F60	NUN5_TEXTENG@0x7F40	slot	32				
T1118	1	Command Chart > character move name	<r無音|ぶいん>	Silence			e2e:movesets	NA2_SLPS@0x375F80	NUN5_SLES@0x514118	slot	16				
T1119	1	Command Chart > character move name	<r魔笛|まてき>　<r環音|かんいん>	Demon Flute: Ring Sound			e2e:movesets	NA2_SLPS@0x375F90	NUN5_TEXTENG@0x7F60	slot	48				
T1120	1	Command Chart > character move name	<r魔笛|まてき>　<r凛音|りんおん>	Demon Flute: Clear Sound			e2e:movesets	NA2_SLPS@0x375FC0	NUN5_TEXTENG@0x7F80	slot	40				
T1121	1	Command Chart > character move name	<r無笛|むてき>	No Flute 			e2e:movesets	NA2_SLPS@0x375FE8	NUN5_TEXTENG@0x7FA0	slot	24				
T1122	1	Command Chart > character move name	<r魔笛|まてき>　<r虚音|きょいん>	Demon Flute: Hollow Sound			e2e:movesets	NA2_SLPS@0x376000	NUN5_TEXTENG@0x7FB0	slot	48				
T1123	1	Command Chart > character move name	<r多連拳|たれんけん>	Multiple Fists Barrage			e2e:movesets	NA2_SLPS@0x37B3A0	NUN5_TEXTENG@0x8070	slot	32				
T1124	1	Command Chart > character move name	<r爆滅法陣|ばくめつほうじん>	Explosive Destruction Formation			e2e:jutsus|e2e:movesets	NA2_SLPS@0x37B3C0	NUN5_TEXTENG@0x8090	slot	32				
T1125	1	Command Chart > character move name	<r多連伸角脚|たれんしんかくきゃく>	Multi Growing Horn Kick			e2e:movesets	NA2_SLPS@0x37B3E0	NUN5_TEXTENG@0x80B0	slot	48				
T1126	1	Command Chart > character move name	<r多連暗生拳|たれんあんしょうけん>	Multi Dark Life Fist			e2e:movesets	NA2_SLPS@0x37B410	NUN5_TEXTENG@0x80D0	slot	48				
T1127	1	Command Chart > character move name	<r多連鬼爪脚|たれんきそうきゃく>	Multi Demon Claw Kick			e2e:movesets	NA2_SLPS@0x37B440	NUN5_TEXTENG@0x80F0	slot	48				
T1128	1	Command Chart > character move name	<r多連惨風脚|たれんざんぷうきゃく>	Multi Cruel Wind Kick			e2e:movesets	NA2_SLPS@0x37B470	NUN5_TEXTENG@0x8110	slot	48				
T1129	1	Command Chart > character move name	<r多連哭龍脚|たれんこくりゅうきゃく>	Multi Howling Dragon Kick			e2e:movesets	NA2_SLPS@0x37B4A0	NUN5_TEXTENG@0x8130	slot	48				
T1130	1	Command Chart > character move name	<r多連獄刺脚|たれんごくしきゃく>	Multi Imprisoning Stabbing Kick			e2e:movesets	NA2_SLPS@0x37B4D0	NUN5_TEXTENG@0x8150	slot	48				
T1131	1	Command Chart > character move name	<r多連亡手拳|たれんぼうしゅけん>	Multi Dead Hand Fist			e2e:movesets	NA2_SLPS@0x37B500	NUN5_TEXTENG@0x8170	slot	48				
T1132	1	Command Chart > character move name	<r多連閻鳴拳|たれんえんめいけん>	Multi Diabolical Shouting Fist			e2e:movesets	NA2_SLPS@0x37B530	NUN5_TEXTENG@0x8190	slot	48				
T1133	1	Command Chart > character move name	<r多連追般脚|たれんついはんきゃく>	Multi Pursuing Kick			e2e:movesets	NA2_SLPS@0x37B560	NUN5_TEXTENG@0x81B0	slot	48				
T1134	1	Command Chart > character move name	<r多連鬼招脚|たれんきしょうきゃく>	Multi Demon Calling Kick			e2e:movesets	NA2_SLPS@0x37B590	NUN5_TEXTENG@0x81D0	slot	48				
T1135	1	Command Chart > character move name	<r多連投獄脚|たれんとうごくきゃく>	Multi Imprisoning Kick			e2e:movesets	NA2_SLPS@0x37B5C0	NUN5_TEXTENG@0x81F0	slot	48				
T1136	1	Command Chart > character move name	<r多連魔走拳|たれんまそうけん>	Multi Evil Dash Fist			e2e:movesets	NA2_SLPS@0x37B5F0	NUN5_TEXTENG@0x8210	slot	32				
T1137	1	Command Chart > character move name	<r茨|いばら>	Thorn			e2e:movesets	NA2_SLPS@0x380BB8	NUN5_SLES@0x514120	slot	24				
T1138	1	Command Chart > character move name	<r唐松|からまつ>の<r舞|まい>	Larch Dance 			e2e:movesets	NA2_SLPS@0x380BD0	NUN5_TEXTENG@0x82F0	slot	32				
T1139	1	Command Chart > character move name	<r椿|つばき>	Camellia 			e2e:movesets	NA2_SLPS@0x380BF0	NUN5_TEXTENG@0x8300	slot	16				
T1140	1	Command Chart > character move name	<r槻|けやき>	Zelkova			e2e:movesets	NA2_SLPS@0x380C00	NUN5_SLES@0x514128	slot	16				
T1141	1	Command Chart > character move name	<r風車|かざぐるま>	Windmill			e2e:movesets	NA2_SLPS@0x380C10	NUN5_TEXTENG@0x8310	slot	32				
T1142	1	Command Chart > character move name	<r骨飛礫|ほねつぶて>	Flying Bone Pellet			e2e:movesets	NA2_SLPS@0x380C30	NUN5_TEXTENG@0x8320	slot	24				
T1143	1	Command Chart > character move name	<r芒|すすき>	Pampas			e2e:movesets	NA2_SLPS@0x380C48	NUN5_SLES@0x514130	slot	16				
T1144	1	Command Chart > character move name	<r薊|あざみ>	Thistle			e2e:movesets	NA2_SLPS@0x380C58	NUN5_SLES@0x514138	slot	24				
T1145	1	Command Chart > character move name	<r令法|りょうぶ>	Clethra			e2e:movesets	NA2_SLPS@0x380C70	NUN5_SLES@0x514140	slot	24				
T1146	1	Command Chart > character move name	<r柊|ひいらぎ>	Holly			e2e:movesets	NA2_SLPS@0x380C88	NUN5_SLES@0x514148	slot	16				
T1147	1	Command Chart > character move name	<r空木|うつぎ>	Deutzia			e2e:movesets	NA2_SLPS@0x380C98	NUN5_SLES@0x514150	slot	24				
T1148	1	Command Chart > character move name	<r吸葛|すいかずら>	Honeysuckle			e2e:movesets	NA2_SLPS@0x380CB0	NUN5_TEXTENG@0x8338	slot	24				
T1149	1	Command Chart > character move name	<r柳|やなぎ>	Willow			e2e:movesets	NA2_SLPS@0x380CC8	NUN5_SLES@0x514158	slot	24				
T1150	1	Command Chart > character move name	<r夜叉五倍子|やしゃぶし>	Alder 			e2e:movesets	NA2_SLPS@0x380CE0	NUN5_SLES@0x514160	slot	32				
T1151	1	Command Chart > character move name	<r椹|さわら>	Cypress			e2e:movesets	NA2_SLPS@0x380D00	NUN5_SLES@0x514168	slot	16				
T1152	1	Command Chart > character move name	<r瞬光|しゅんこう>	Instant Light 			e2e:movesets	NA2_SLPS@0x386690	NUN5_TEXTENG@0x8410	slot	32				
T1153	1	Command Chart > character move name	<r瞬転昇蹴|しゅんてんしょうしゅう>	Instant Rising Kick			e2e:movesets	NA2_SLPS@0x3866B0	NUN5_TEXTENG@0x8420	slot	48				
T1154	1	Command Chart > character move name	<r射光閃|しゃこうせん>	Shooting Flash			e2e:movesets	NA2_SLPS@0x3866E0	NUN5_TEXTENG@0x8438	slot	32				
T1155	1	Command Chart > character move name	<r輝刃閃|きじんせん>	Shining Blade Flash			e2e:movesets	NA2_SLPS@0x386700	NUN5_TEXTENG@0x8450	slot	32				
T1156	1	Command Chart > character move name	<r三光閃|さんこうせん>	Triple Flash			e2e:movesets	NA2_SLPS@0x386720	NUN5_TEXTENG@0x8468	slot	32				
T1157	1	Command Chart > character move name	<r昇雷閃|しょうらいせん>	Rising Thunder Flash			e2e:movesets	NA2_SLPS@0x386740	NUN5_TEXTENG@0x8480	slot	32				
T1158	1	Command Chart > character move name	<r超光脚|ちょうこうきゃく>	Super Light beam Kick			e2e:movesets	NA2_SLPS@0x386760	NUN5_TEXTENG@0x84A0	slot	32				
T1159	1	Command Chart > character move name	<r瞬雷刃|しゅんらいじん>	Instant Thunder Blade			e2e:movesets	NA2_SLPS@0x386780	NUN5_TEXTENG@0x84C0	slot	32				
T1160	1	Command Chart > character move name	<r粒光脚|りゅうこうきゃく>	Light Particle Kick			e2e:movesets	NA2_SLPS@0x3867A0	NUN5_TEXTENG@0x84E0	slot	32				
T1161	1	Command Chart > character move name	<r帰光閃|きこうせん>	Returning Light Flash			e2e:movesets	NA2_SLPS@0x3867C0	NUN5_TEXTENG@0x8500	slot	32				
T1162	1	Command Chart > character move name	<r降雷刃|こうらいじん>	Falling Thunder Blade			e2e:movesets	NA2_SLPS@0x3867E0	NUN5_TEXTENG@0x8520	slot	32				
