id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T427	1	Character selectors > character or variant name	うずまきナルト	Naruto Uzumaki			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24F98	NUN5_TEXTENG@0x4D8	slot	24				
T428	1	Character selectors > character or variant name	<r春野|はるの>サクラ	Sakura Haruno			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24FB0	NUN5_TEXTENG@0x4E8	slot	24				
T429	1	Character selectors > character or variant name	はたけカカシ	Kakashi Hatake			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24FC8	NUN5_TEXTENG@0x568	slot	24				
T430	1	Character selectors > character or variant name	<r日向|ひゅうが>ネジ	Neji Hyuga			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24FE0	NUN5_TEXTENG@0x528	slot	24				
T431	1	Character selectors > character or variant name	ロック・リー	Rock Lee			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x24FF8	NUN5_TEXTENG@0x538	slot	16				
T432	1	Character selectors > character or variant name	テンテン	Tenten			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25008	NUN5_SLES@0x513d60	slot	16				
T433	1	Character selectors > character or variant name	マイト・ガイ	Might Guy			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25018	NUN5_TEXTENG@0x558	slot	24				
T434	1	Character selectors > character or variant name	<r奈良|なら>シカマル	Shikamaru Nara			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25030	NUN5_TEXTENG@0x548	slot	32				
T435	1	Character selectors > character or variant name	<r秋道|あきみち>チョウジ	Choji Akimichi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25050	NUN5_TEXTENG@0x648	slot	32				
T436	1	Character selectors > character or variant name	<r山中|やまなか>いの	Ino Yamanaka			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25070	NUN5_TEXTENG@0x658	slot	32				
T437	1	Character selectors > character or variant name	<r猿飛|さるとび>アスマ	Asuma Sarutobi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25090	NUN5_TEXTENG@0x668	slot	32				
T438	1	Character selectors > character or variant name	<r犬塚|いぬづか>キバ	Kiba Inuzuka			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x250B0	NUN5_TEXTENG@0x618	slot	32				
T439	1	Character selectors > character or variant name	<r油女|あぶらめ>シノ	Shino Aburame			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x250D0	NUN5_TEXTENG@0x628	slot	32				
T440	1	Character selectors > character or variant name	<r日向|ひゅうが>ヒナタ	Hinata Hyuga			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x250F0	NUN5_TEXTENG@0x638	slot	32				
T441	1	Character selectors > character or variant name	<r夕日|ゆうひ><r紅|くれない>	Kurenai Yuhi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25110	NUN5_TEXTENG@0x678	slot	32				
T442	1	Character selectors > character or variant name	<r風影|かぜかげ>・<r我愛羅|ガアラ>	Kazekage Gaara			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25130	NUN5_TEXTENG@0x4F8	slot	40				
T443	1	Character selectors > character or variant name	カンクロウ	Kankuro			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25158	NUN5_SLES@0x513D88	slot	24				
T445	1	Character selectors > character or variant name	うちはイタチ	Itachi Uchiha			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25190	NUN5_TEXTENG@0x578	slot	16				
T446	1	Character selectors > character or variant name	<r干柿鬼鮫|ほしがきキサメ>	Kisame Hoshigaki			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x251A0	NUN5_TEXTENG@0x590	slot	32				
T447	1	Character selectors > character or variant name	デイダラ	Deidara			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x251C0	NUN5_TEXTENG@0x254F8	slot	16				
T449	1	Character selectors > character or variant name	チヨバア	Granny Chiyo			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x251E0	NUN5_TEXTENG@0x508	slot	16				
T450	1	Character selectors > character or variant name	<r自来也|じらいや>	Jiraiya			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x251f0	NUN5_SLES@0x513df0	slot	24				
T451	1	Character selectors > character or variant name	<r綱手|ツナデ>	Tsunade			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25208	NUN5_TEXTENG@0x29DE	slot	24				
T452	1	Character selectors > character or variant name	<r大蛇丸|オロチまる>	Orochimaru			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25220	NUN5_TEXTENG@0x688	slot	32				
T453	1	Character selectors > character or variant name	<r薬師|やくし>カブト	Kabuto Yakushi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25240	NUN5_TEXTENG@0x698	slot	24				
T454	1	Character selectors > character or variant name	うちはサスケ	Sasuke Uchiha			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25258	NUN5_TEXTENG@0x6A8	slot	24				
T457	1	Character selectors > character or variant name	うずまきナルト（<r旧章|きゅうしょう>）	N. Uzumaki (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x252E0	NUN5_TEXTENG@0x100	slot	48				
T458	1	Character selectors > character or variant name	うちはサスケ（<r旧章|きゅうしょう>）	S. Uchiha (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25310	NUN5_TEXTENG@0x120	slot	48				
T459	1	Character selectors > character or variant name	<r春野|はるの>サクラ（<r旧章|きゅうしょう>）	S. Haruno (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25340	NUN5_TEXTENG@0x1C0	slot	48				
T460	1	Character selectors > character or variant name	<r日向|ひゅうが>ネジ（<r旧章|きゅうしょう>）	Neji Hyuga (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25370	NUN5_TEXTENG@0x1A0	slot	48				
T461	1	Character selectors > character or variant name	ロック・リー（<r旧章|きゅうしょう>）	Rock Lee (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x253A0	NUN5_TEXTENG@0x140	slot	48				
T462	1	Character selectors > character or variant name	テンテン（<r旧章|きゅうしょう>）	Tenten (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x253D0	NUN5_TEXTENG@0x210	slot	48				
T463	1	Character selectors > character or variant name	<r奈良|なら>シカマル（<r旧章|きゅうしょう>）	S. Nara (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25400	NUN5_TEXTENG@0x180	slot	48				
T464	1	Character selectors > character or variant name	<r秋道|あきみち>チョウジ（<r旧章|きゅうしょう>）	C. Akimichi (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25430	NUN5_TEXTENG@0x230	slot	64				
T465	1	Character selectors > character or variant name	<r山中|やまなか>いの（<r旧章|きゅうしょう>）	I. Yamanaka (Class.)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25470	NUN5_TEXTENG@0x250	slot	48				
T466	1	Character selectors > character or variant name	<r犬塚|いぬづか>キバ（<r旧章|きゅうしょう>）	K. Inuzuka (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x254A0	NUN5_TEXTENG@0x270	slot	48				
T467	1	Character selectors > character or variant name	<r油女|あぶらめ>シノ（<r旧章|きゅうしょう>）	S. Aburame (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x254D0	NUN5_TEXTENG@0x290	slot	48				
T468	1	Character selectors > character or variant name	<r日向|ひゅうが>ヒナタ（<r旧章|きゅうしょう>）	H. Hyuga (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25500	NUN5_TEXTENG@0x1F0	slot	48				
T469	1	Character selectors > character or variant name	<r日向|ひゅうが>ハナビ	Hanabi Hyuga			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25530	NUN5_TEXTENG@0x358	slot	32				
T470	1	Character selectors > character or variant name	<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>	Konohamaru NS			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25550	NUN5_TEXTENG@0x348	slot	48				
T471	1	Character selectors > character or variant name	みたらしアンコ	Anko Mitarashi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25580	NUN5_TEXTENG@0x3B8	slot	16				
T472	1	Character selectors > character or variant name	<r初代火影|しょだいほかげ>	The First Hokage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25590	NUN5_TEXTENG@0x370	slot	32				
T473	1	Character selectors > character or variant name	<r二代目火影|にだいめほかげ>	The Second Hokage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x255B0	NUN5_TEXTENG@0x3A0	slot	32				
T474	1	Character selectors > character or variant name	<r三代目火影|さんだいめほかげ>	The Third Hokage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x255D0	NUN5_TEXTENG@0x2F0	slot	32				
T475	1	Character selectors > character or variant name	<r黄色|きいろ>い<r閃光|せんこう>	The Yellow Flash			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x255F0	NUN5_TEXTENG@0x330	slot	48				
T476	1	Character selectors > character or variant name	<r砂瀑|さばく>の<r我愛羅|ガアラ>（<r旧章|きゅうしょう>）	Gaara (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25620	NUN5_TEXTENG@0x160	slot	64				
T477	1	Character selectors > character or variant name	カンクロウ（<r旧章|きゅうしょう>）	Kankuro (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25660	NUN5_TEXTENG@0x2B0	slot	48				
T478	1	Character selectors > character or variant name	テマリ（<r旧章|きゅうしょう>）	Temari (Classic)			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25690	NUN5_TEXTENG@0x2D0	slot	32				
T479	1	Character selectors > character or variant name	<r君麻呂|キミマロ>	Kimimaro			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x256B0	NUN5_TEXTENG@0x318	slot	24				
T480	1	Character selectors > character or variant name	<r左近|サコン>	Sakon			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x256C8	NUN5_TEXTENG@0x4AD	slot	24				
T481	1	Character selectors > character or variant name	<r多由也|タユヤ>	Tayuya			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x256E0	NUN5_TEXTENG@0x48D	slot	32				
T482	1	Character selectors > character or variant name	<r鬼童丸|キドウマル>	Kidomaru			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25700	NUN5_TEXTENG@0x308	slot	32				
T483	1	Character selectors > character or variant name	<r次郎坊|ジロウボウ>	Jirobo			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25720	NUN5_TEXTENG@0x44D	slot	32				
T484	1	Character selectors > character or variant name	<r桃地|ももち><r再不斬|ザブザ>	Zabuza Momochi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25740	NUN5_TEXTENG@0x1D8	slot	32				
T485	1	Character selectors > character or variant name	<r白|ハク>	Haku			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25760	NUN5_SLES@0x513d48	slot	16				
T522	1	Character selectors > character or variant name	サイ	Sai			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x506fe0	NUN5_SLES@0x513e28	slot	8				
T523	1	Character selectors > character or variant name	テマリ	Temari			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x506fe8	NUN5_SLES@0x513d90	slot	8				
T524	1	Character selectors > character or variant name	サソリ	Sasori			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x506ff0	NUN5_SLES@0x513dc0	slot	8				
T525	1	Character selectors > character or variant name	シズネ	Shizune			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x506ff8	NUN5_SLES@0x513e00	slot	8				
T526	1	Character selectors > character or variant name	ヤマト	Yamato			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x507000	NUN5_SLES@0x513e20	slot	8				
T527	1	Collection > category label	シミュレーション	Simulation			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x2DDA0	NUN5_TEXTENG@0x3E78	slot	24				
T530	1	Collection > Figures > character animation title	オッス！	Right!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25CD8	NUN5_SLES@0x513F60	slot	16				
T531	1	Collection > Figures > character animation title	<r影分身|かげぶんしん>の<r術|じゅつ>	Shadow Clone Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25D00	NUN5_TEXTENG@0x3030	slot	40				
T532	1	Collection > Figures > character animation title	<r暴走|ぼうそう>	Running Wild			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25D40	NUN5_TEXTENG@0x3058	slot	24				
T533	1	Collection > Figures > character animation title	<r気|き>を<r引|ひ>き<r締|し>めて…	Steady Myself...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25D70	NUN5_TEXTENG@0x3080	slot	40				
T534	1	Collection > Figures > character animation title	<r女|おんな>らしく	Ladylike			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25DB0	NUN5_TEXTENG@0x30A8	slot	24				
T535	1	Collection > Figures > character animation title	<r拳|こぶし>に<r力|ちから>を！	Power in My Fist!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25DE0	NUN5_TEXTENG@0x30D0	slot	32				
T536	1	Collection > Figures > character animation title	<r忍法|にんぽう>・<r超獣偽画|ちょうじゅうぎが>	Ninja Art: Beast Scroll Replicas			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25E10	NUN5_TEXTENG@0x3100	slot	48				
T537	1	Collection > Figures > character animation title	<r索敵|さくてき>	Searching for the Enemy			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25E50	NUN5_TEXTENG@0x3140	slot	24				
T538	1	Collection > Figures > character animation title	<r飛翔|ひしょう>	Soaring			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25E80	NUN5_SLES@0x513F78	slot	24				
T539	1	Collection > Figures > character animation title	<r最新作熟読中|さいしんさくじゅくどくちゅう>	Reading the Latest Release			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25EB0	NUN5_TEXTENG@0x3180	slot	48				
T540	1	Collection > Figures > character animation title	<r牽制攻撃|けんせいこうげき>	Restraining Attack			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25EF0	NUN5_TEXTENG@0x31B0	slot	32				
T541	1	Collection > Figures > character animation title	<r忍犬口寄|にんけんくちよ>せ	Ninja Hound Summoning			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25F20	NUN5_TEXTENG@0x31E0	slot	32				
T542	1	Collection > Figures > character animation title	<r柔拳|じゅうけん>	Gentle Fist			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25F50	NUN5_TEXTENG@0x3208	slot	24				
T543	1	Collection > Figures > character animation title	<r八卦空掌|はっけくうしょう>	8 Trigrams Sky Palm			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25F80	NUN5_TEXTENG@0x3230	slot	32				
T544	1	Collection > Figures > character animation title	<r点穴打突|てんけつだとつ>！！	Pressure Point Strike!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25FB0	NUN5_TEXTENG@0x3260	slot	32				
T545	1	Collection > Figures > character animation title	<r戦闘姿勢|せんとうしせい>	Battle Posture			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x25FE0	NUN5_TEXTENG@0x3288	slot	32				
T546	1	Collection > Figures > character animation title	<r木|こ>ノ<r葉昇風|はしょうふう>	Leaf Rising Wind			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26010	NUN5_TEXTENG@0x32B0	slot	40				
T547	1	Collection > Figures > character animation title	<r限界|げんかい>を<r超|こ>えろ！	Surpass Your Limits!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26050	NUN5_TEXTENG@0x32E0	slot	40				
T548	1	Collection > Figures > character animation title	<r忍具|にんぐ>の<r使|つか>い<r手|て>	Tool User			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26090	NUN5_TEXTENG@0x3316	slot	40				
T549	1	Collection > Figures > character animation title	<r棒体術|ぼうたいじゅつ>	Staff Taijutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x260D0	NUN5_TEXTENG@0x3330	slot	32				
T550	1	Collection > Figures > character animation title	<r仕込|しこ>み<r炸裂|さくれつ>！	Device Unleashed!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26100	NUN5_TEXTENG@0x3350	slot	40				
T551	1	Collection > Figures > character animation title	<r熱血青春|ねっけつせいしゅん>ポーズ！	Hot-Blooded Youth Pose!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26140	NUN5_TEXTENG@0x3380	slot	40				
T552	1	Collection > Figures > character animation title	<r開門|かいもん>ッ！	Opening Gate!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x261B0	NUN5_TEXTENG@0x33D0	slot	24				
T553	1	Collection > Figures > character animation title	ホラよっ！	Hey!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x261E8	NUN5_SLES@0x513FB8	slot	16				
T554	1	Collection > Figures > character animation title	<r変|か>わらぬチョウジ	Same Old Choji			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26250	NUN5_TEXTENG@0x3438	slot	24				
T555	1	Collection > Figures > character animation title	<r張|は>り<r手|て>の<r構|かま>え	Open-Hand Stance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26280	NUN5_TEXTENG@0x3460	slot	40				
T556	1	Collection > Figures > character animation title	おっひさー！	Long Time No See!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x262F8	NUN5_TEXTENG@0x34C0	slot	16			NA2_ETC@0x274A4	
T557	1	Collection > Figures > character animation title	かわいさアピール	Cuteness Appeal			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26320	NUN5_TEXTENG@0x34F0	slot	24				
T558	1	Collection > Figures > character animation title	<r綺麗|きれい>な<r花|はな>	Beautiful Flower			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26350	NUN5_TEXTENG@0x3510	slot	32				
T559	1	Collection > Figures > character animation title	やれやれ	Whatever...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26380	NUN5_TEXTENG@0x3538	slot	16				
T560	1	Collection > Figures > character animation title	<r装着|そうちゃく>！	Equip!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x263A0	NUN5_SLES@0x513FD8	slot	24				
T561	1	Collection > Figures > character animation title	<r一閃|いっせん>！	Flash!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x263D0	NUN5_SLES@0x513FE0	slot	24				
T562	1	Collection > Figures > character animation title	<r登場|とうじょう>	Appearance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26400	NUN5_TEXTENG@0x3578	slot	24				
T563	1	Collection > Figures > character animation title	いつでもいっしょ	Always Together			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26430	NUN5_TEXTENG@0x35A0	slot	24				
T564	1	Collection > Figures > character animation title	ダイナミック！	Dynamic!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26458	NUN5_TEXTENG@0x35C0	slot	16				
T565	1	Collection > Figures > character animation title	<r静|しず>かな<r男|おとこ>	Silent Man			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26480	NUN5_TEXTENG@0x35E0	slot	32				
T566	1	Collection > Figures > character animation title	<r寄壊蟲|きかいちゅう>	Parasitic Insects			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x264B0	NUN5_TEXTENG@0x3600	slot	24				
T567	1	Collection > Figures > character animation title	<r広|ひろ>がる<r蟲|むし>たち	Spreading Bugs			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x264E0	NUN5_TEXTENG@0x3628	slot	32				
T568	1	Collection > Figures > character animation title	<r闘|たたか>う<r決意|けつい>！	Determined to Fight!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26510	NUN5_TEXTENG@0x3650	slot	32				
T569	1	Collection > Figures > character animation title	<r心|こころ>の<r準備|じゅんび>が…	Readying My Heart			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26540	NUN5_TEXTENG@0x3680	slot	40				
T570	1	Collection > Figures > character animation title	<r掌打|しょうだ>！	Strike!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26580	NUN5_SLES@0x514000	slot	24				
T571	1	Collection > Figures > character animation title	ベスト<r着用|ちゃくよう>	Put On My Best			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x265B0	NUN5_TEXTENG@0x36B8	slot	32				
T572	1	Collection > Figures > character animation title	<r幻術発動|げんじゅつはつどう>	Genjutsu Activate			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x265E0	NUN5_TEXTENG@0x36E0	slot	32				
T573	1	Collection > Figures > character animation title	こんなものね	That's it?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26610	NUN5_TEXTENG@0x3708	slot	16				
T574	1	Collection > Figures > character animation title	<r威圧|いあつ>	Pressure			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26630	NUN5_TEXTENG@0x9C36	slot	16				
T575	1	Collection > Figures > character animation title	<r砂|すな>の<r殻|から>	Sand Shell			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26650	NUN5_TEXTENG@0x3748	slot	24				
T576	1	Collection > Figures > character animation title	<r逃|に>がさん…	You Won't Escape...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26680	NUN5_TEXTENG@0x3770	slot	24				
T577	1	Collection > Figures > character animation title	<r傀儡|くぐつ>の<r巻物|まきもの>	Puppet Scroll			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x266C0	NUN5_TEXTENG@0x37B8	slot	40				
T578	1	Collection > Figures > character animation title	<r傀儡勢揃|くぐつせいぞろ>い！	Puppets Unite!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26700	NUN5_TEXTENG@0x37D8	slot	32				
T579	1	Collection > Figures > character animation title	<r巨大扇子|きょだいせんす>	Giant Fan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26730	NUN5_TEXTENG@0x37F8	slot	32				
T580	1	Collection > Figures > character animation title	<r団子|だんご>で<r一息|ひといき>	Pause to Eat Dumplings			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26760	NUN5_TEXTENG@0x3820	slot	40				
T581	1	Collection > Figures > character animation title	カマタリと<r一緒|いっしょ>	With Kamatari			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x267A0	NUN5_TEXTENG@0x3848	slot	32				
T582	1	Collection > Figures > character animation title	まだまだ<r現役|げんえき>	I'm Still In Charge			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x267D0	NUN5_TEXTENG@0x3870	slot	32				
T583	1	Collection > Figures > character animation title	<r父|ちち>と<r母|はは>	Father and Mother			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26800	NUN5_TEXTENG@0x38A0	slot	24				
T584	1	Collection > Figures > character animation title	<r仕込|しこ>み	Device			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26828	NUN5_SLES@0x514038	slot	16				
T585	1	Collection > Figures > character animation title	<r指一|ゆびひと>つあれば…	With One Finger...			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26850	NUN5_TEXTENG@0x38E0	slot	32				
T586	1	Collection > Figures > character animation title	<r鋭|するど>い<r蹴|け>り	Sharp Kick			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26880	NUN5_TEXTENG@0x390A	slot	32				
T587	1	Collection > Figures > character animation title	<r幻術|げんじゅつ>！？	Genjutsu?!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x268B0	NUN5_TEXTENG@0x3928	slot	24				
T588	1	Collection > Figures > character animation title	<r大刀|だいとう>を<r携|たずさ>えて	Carrying a Giant Sword			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x268E0	NUN5_TEXTENG@0x3950	slot	40				
T589	1	Collection > Figures > character animation title	<r大刀|だいとう>・<r鮫肌|サメハダ>	Samehada			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26920	NUN5_TEXTENG@0x398D	slot	40				
T590	1	Collection > Figures > character animation title	<r襲|おそ>い<r来|く>る<r怪人|かいじん>！	A Monster Attacks!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26960	NUN5_TEXTENG@0x39B0	slot	48				
T591	1	Collection > Figures > character animation title	<r楽|たの>しめそうだな	This Should Be Fun			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x269A0	NUN5_TEXTENG@0x39E0	slot	24				
T592	1	Collection > Figures > character animation title	<r芸術作品|げいじゅつさくひん>	A Work of Art			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x269D0	NUN5_TEXTENG@0x3A08	slot	32				
T593	1	Collection > Figures > character animation title	<r空|そら>から<r攻|せ>める！	Attack From the Sky!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26A00	NUN5_TEXTENG@0x3A30	slot	32				
T594	1	Collection > Figures > character animation title	<r完璧|かんぺき>なる<r攻守|こうしゅ>	Perfect Offense and Defense			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26A30	NUN5_TEXTENG@0x3A60	slot	40				
T595	1	Collection > Figures > character animation title	<r一番|いちばん>のお<r気|き>に<r入|い>り	Favorite			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26A70	NUN5_TEXTENG@0x3A93	slot	48				
T596	1	Collection > Figures > character animation title	<r自分自身|じぶんじしん>	Myself			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26AB0	NUN5_TEXTENG@0x217B	slot	32				
T597	1	Collection > Figures > character animation title	あいや<r自来也|じらいや>！	I'm Jiraiya!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26AE0	NUN5_TEXTENG@0x3AC0	slot	32				
T598	1	Collection > Figures > character animation title	<r四代目|よんだいめ>が<r遺|のこ>した<r術|じゅつ>	Fourth Hokage's Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26B10	NUN5_TEXTENG@0x3AE0	slot	56				
T599	1	Collection > Figures > character animation title	<r蝦蟇仙人|ガマせんにん>	Toad Sage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26B60	NUN5_TEXTENG@0x3B08	slot	32				
T600	1	Collection > Figures > character animation title	コレ<r一本|いっぽん>で<r十分|じゅうぶん>	This One is Enough			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26B90	NUN5_TEXTENG@0x3B30	slot	48				
T601	1	Collection > Figures > character animation title	<r考|かんが>え<r事|ごと>	Something to Think Over			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x26BD0	NUN5_TEXTENG@0x3B60	slot	32				
