id	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id	legacy_ids
T965	Command Chart > character move name	<r転背掌|てんはいしょう>					NA2_SLPS@0x33C240		slot	32					M0999
T966	Command Chart > character move name	<r双掌空撃|そうしょうくうげき>					NA2_SLPS@0x33C260		slot	32					M1000
T967	Command Chart > character move name	<r双燕刈|そうえんか>					NA2_SLPS@0x341380		slot	32					M1001
T968	Command Chart > character move name	<r神楽手裏剣|かぐらしゅりけん>					NA2_SLPS@0x3413A0		slot	32					M1002
T969	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r翔斬|しょうざん>					NA2_SLPS@0x3413C0		slot	48					M1003
T970	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r通弾|つうだん>					NA2_SLPS@0x3413F0		slot	48					M1004
T971	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r衝鋼|しょうこう>					NA2_SLPS@0x341420		slot	48					M1005
T972	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r荊|いばら>					NA2_SLPS@0x341450		slot	48					M1006
T973	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r飛翔|ひしょう>					NA2_SLPS@0x341480		slot	48					M1007
T974	Command Chart > character move name	<r降砕脚|こうさいきゃく>					NA2_SLPS@0x3414B0		slot	32					M1008
T975	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r斬突|ざんとつ>					NA2_SLPS@0x3414D0		slot	48					M1009
T976	Command Chart > character move name	<r延髄撃|えんずいげき>					NA2_SLPS@0x341500		slot	32					M1010
T977	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r斬空|ざんくう>					NA2_SLPS@0x341520		slot	48					M1011
T978	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r鋼振|こうしん>					NA2_SLPS@0x341550		slot	48					M1012
T979	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r風縛|かぜしばり>					NA2_SLPS@0x341580		slot	48					M1013
T980	Command Chart > character move name	<r暗器術|あんきじゅつ>　<r直鋼|ちょっこう>					NA2_SLPS@0x3415B0		slot	48					M1014
T981	Command Chart > character move name	<r曇撫離投|どんぶりな>げ					NA2_SLPS@0x346690		slot	32					M1015
T982	Command Chart > character move name	<r肉弾針戦車|にくだんはりせんしゃ>					NA2_SLPS@0x3466B0		slot	40					M1016
T983	Command Chart > character move name	<r反姿|かえし>					NA2_SLPS@0x3466D8		slot	16					M1017
T984	Command Chart > character move name	<r刺身|さしみ>					NA2_SLPS@0x3466E8		slot	16					M1018
T985	Command Chart > character move name	<r叩軌|たたき>					NA2_SLPS@0x3466F8		slot	16					M1019
T986	Command Chart > character move name	<r開軌|ひらき>					NA2_SLPS@0x346708		slot	16					M1020
T987	Command Chart > character move name	<r弾子|だんご>					NA2_SLPS@0x346718		slot	16					M1021
T988	Command Chart > character move name	<r浮来|ふらい>					NA2_SLPS@0x346728		slot	24					M1022
T989	Command Chart > character move name	<r空揚|からあげ>					NA2_SLPS@0x346740		slot	32					M1023
T990	Command Chart > character move name	<r天怖羅|てんぷら>					NA2_SLPS@0x346760		slot	32					M1024
T991	Command Chart > character move name	<r海老天|えびてん>					NA2_SLPS@0x346780		slot	32					M1025
T992	Command Chart > character move name	<r大棍|だいこん>					NA2_SLPS@0x3467A0		slot	32					M1026
T993	Command Chart > character move name	<r落下星|らっかせい>					NA2_SLPS@0x3467C0		slot	32					M1027
T994	Command Chart > character move name	<r米胡麻|べいごま>					NA2_SLPS@0x3467E0		slot	32					M1028
T995	Command Chart > character move name	１６<r連|れん>コンボ					NA2_SLPS@0x34B9D0		slot	32					M1029
T996	Command Chart > character move name	<r忍花鳥兜|しのびばなとりかぶと>					NA2_SLPS@0x34B9F0		slot	48					M1030
T997	Command Chart > character move name	<r風|かぜ>に<r舞|ま>うカトレア					NA2_SLPS@0x34BA20		slot	32					M1031
T998	Command Chart > character move name	ユーカリの<r風|かぜ>					NA2_SLPS@0x34BA40		slot	32					M1032
T999	Command Chart > character move name	アマリリスの<r踊|おど>り					NA2_SLPS@0x34BA60		slot	32					M1033
T1000	Command Chart > character move name	アキレアのステップ					NA2_SLPS@0x34BA80		slot	32					M1034
T1001	Command Chart > character move name	ホウセンカの<r拒絶|きょぜつ>					NA2_SLPS@0x34BAA0		slot	32					M1035
T1002	Command Chart > character move name	リアトリスの<r想|おも>い					NA2_SLPS@0x34BAC0		slot	32					M1036
T1003	Command Chart > character move name	<r踊|おど>るヒメユリ					NA2_SLPS@0x34BAE0		slot	32					M1037
T1004	Command Chart > character move name	バラの<r一撃|いちげき>					NA2_SLPS@0x34BB00		slot	32					M1038
T1005	Command Chart > character move name	クローバーの<r約束|やくそく>					NA2_SLPS@0x34BB20		slot	32					M1039
T1006	Command Chart > character move name	カスミソウの<r飛翔|ひしょう>					NA2_SLPS@0x34BB40		slot	32					M1040
T1007	Command Chart > character move name	<r悲|かな>しみのキンセンカ					NA2_SLPS@0x34BB60		slot	32					M1041
T1008	Command Chart > character move name	シクラメンの<r香|かお>り					NA2_SLPS@0x34BB80		slot	32					M1042
T1009	Command Chart > character move name	<r風|かぜ>に<r乗|の>るネリネ					NA2_SLPS@0x34BBA0		slot	32					M1043
T1010	Command Chart > character move name	<r獣人分身|じゅうじんぶんしん>					NA2_SLPS@0x3510E0		slot	32					M1044
T1011	Command Chart > character move name	<r通牙|つうが>					NA2_SLPS@0x351100		slot	16					M1045
T1012	Command Chart > character move name	<r昇牙|しょうが>					NA2_SLPS@0x351110		slot	32					M1046
T1013	Command Chart > character move name	<r旋風牙|せんぷうが>					NA2_SLPS@0x351130		slot	32					M1047
T1014	Command Chart > character move name	<r台風爪|たいふうそう>					NA2_SLPS@0x351150		slot	32					M1048
T1015	Command Chart > character move name	<r赤丸連撃|あかまるれんげき>					NA2_SLPS@0x351170		slot	32					M1049
T1016	Command Chart > character move name	<r百獣爪襲|ひゃくじゅうそうしゅう>					NA2_SLPS@0x351190		slot	48					M1050
T1017	Command Chart > character move name	<r疾爪|しっそう>					NA2_SLPS@0x3511C0		slot	24					M1051
T1018	Command Chart > character move name	<r爪牙|そうが>					NA2_SLPS@0x3511D8		slot	24					M1052
T1019	Command Chart > character move name	<r獣電|じゅうでん>					NA2_SLPS@0x3511F0		slot	32					M1053
T1020	Command Chart > character move name	<r昇双脚|しょうそうきゃく>					NA2_SLPS@0x351210		slot	32					M1054
T1021	Command Chart > character move name	<r天裂爪|てんれつそう>					NA2_SLPS@0x351230		slot	32					M1055
T1022	Command Chart > character move name	<r戯獣脚|ぎじゅうきゃく>					NA2_SLPS@0x351250		slot	32					M1056
T1023	Command Chart > character move name	<r転双脚|てんそうきゃく>					NA2_SLPS@0x351270		slot	32					M1057
T1024	Command Chart > character move name	<r獣蹴激|じゅうしゅうげき>					NA2_SLPS@0x351290		slot	32					M1058
T1025	Command Chart > character move name	<r蟲縛|むししば>りの<r術|じゅつ>					NA2_SLPS@0x356600		slot	48					M1059
T1026	Command Chart > character move name	<r蟲柱|むしばしら>の<r術|じゅつ>					NA2_SLPS@0x356630		slot	48					M1060
T1027	Command Chart > character move name	<r旋円蟲|せんえんちゅう>					NA2_SLPS@0x356660		slot	32					M1061
T1028	Command Chart > character move name	<r衝突蟲|しょうとっちゅう>					NA2_SLPS@0x356680		slot	32					M1062
T1029	Command Chart > character move name	<r蟲旋脚|ちゅうせんきゃく>					NA2_SLPS@0x3566A0		slot	32					M1063
T1030	Command Chart > character move name	<r蟲波拳|ちゅうはけん>					NA2_SLPS@0x3566C0		slot	32					M1064
T1031	Command Chart > character move name	<r天蟲殺|てんちゅうさつ>					NA2_SLPS@0x3566E0		slot	32					M1065
T1032	Command Chart > character move name	<r這面蟲|はいめんちゅう>					NA2_SLPS@0x356700		slot	32					M1066
T1033	Command Chart > character move name	<r蟲拳打|ちゅうけんだ>					NA2_SLPS@0x356720		slot	32					M1067
T1034	Command Chart > character move name	<r瞬蟲撃|しゅんちゅうげき>					NA2_SLPS@0x356740		slot	32					M1068
T1035	Command Chart > character move name	<r天翔蟲|てんしょうちゅう>					NA2_SLPS@0x356760		slot	32					M1069
T1036	Command Chart > character move name	<r蟲降脚|ちゅうこうきゃく>					NA2_SLPS@0x356780		slot	32					M1070
T1037	Command Chart > character move name	<r襲降蟲|しゅうこうちゅう>					NA2_SLPS@0x3567A0		slot	32					M1071
T1038	Command Chart > character move name	<r震振蟲|しんしんちゅう>					NA2_SLPS@0x3567C0		slot	32					M1072
T1039	Command Chart > character move name	<r傀儡|くぐつ>　<r卍砲|まんじほう>					NA2_SLPS@0x35BFB0		slot	48					M1073
T1040	Command Chart > character move name	<r一対|いっつい>の<r処女|しょじょ>					NA2_SLPS@0x35BFE0		slot	48					M1074
T1041	Command Chart > character move name	<r傀儡|くぐつ>　<r風穴|かざあな>					NA2_SLPS@0x35C010		slot	48					M1075
T1042	Command Chart > character move name	<r傀儡|くぐつ>　<r噴弾|ふんだん>					NA2_SLPS@0x35C040		slot	48					M1076
T1043	Command Chart > character move name	<r傀儡|くぐつ>　<r朧独楽|おぼろごま>					NA2_SLPS@0x35C070		slot	48					M1077
T1044	Command Chart > character move name	<r傀儡|くぐつ>　<r懺悔|ざんげ>					NA2_SLPS@0x35C0A0		slot	32					M1078
T1045	Command Chart > character move name	<r傀儡|くぐつ>　<r霞独楽|かすみごま>					NA2_SLPS@0x35C0C0		slot	48					M1079
T1046	Command Chart > character move name	<r傀儡|くぐつ>　<r裁|さばき>					NA2_SLPS@0x35C0F0		slot	32					M1080
T1047	Command Chart > character move name	<r傀儡|くぐつ>　<r流刃|りゅうじん>					NA2_SLPS@0x35C110		slot	48					M1081
T1048	Command Chart > character move name	<r傀儡|くぐつ>　<r逆手車|さかてぐるま>					NA2_SLPS@0x35C140		slot	48					M1082
T1049	Command Chart > character move name	<r傀儡|くぐつ>　<r無斬|むざん>					NA2_SLPS@0x35C170		slot	32					M1083
T1050	Command Chart > character move name	<r傀儡|くぐつ>　<r堕羅繰|だらく>					NA2_SLPS@0x35C190		slot	48					M1084
T1051	Command Chart > character move name	<r傀儡|くぐつ>　<r逆手飛車|さかてひしゃ>					NA2_SLPS@0x35C1C0		slot	48					M1085
T1052	Command Chart > character move name	<r傀儡|くぐつ>　<r双哭|そうこく>					NA2_SLPS@0x35C1F0		slot	48					M1086
T1053	Command Chart > character move name	<r大扇風轟壁|だいせんぷうごうへき>					NA2_SLPS@0x361900		slot	48					M1087
T1054	Command Chart > character move name	カマイタチの<r術|じゅつ>					NA2_SLPS@0x361930		slot	32					M1088
T1055	Command Chart > character move name	<r風神|ふうじん>の<r舞|まい>					NA2_SLPS@0x361950		slot	32					M1089
T1056	Command Chart > character move name	<r扇旋風|せんせんぷう>					NA2_SLPS@0x361970		slot	32					M1090
T1057	Command Chart > character move name	<r地龍|ちりゅう>の<r息|いき>					NA2_SLPS@0x361990		slot	32					M1091
T1058	Command Chart > character move name	<r回扇刃|かいせんじん>					NA2_SLPS@0x3619B0		slot	32					M1092
T1059	Command Chart > character move name	<r暴風昇壁|ぼうふうしょうへき>					NA2_SLPS@0x3619D0		slot	32					M1093
T1060	Command Chart > character move name	<r斧扇降|ふせんこう>					NA2_SLPS@0x3619F0		slot	32					M1094
T1061	Command Chart > character move name	<r疾風刃|しっぷうじん>					NA2_SLPS@0x361A10		slot	32					M1095
T1062	Command Chart > character move name	<r夢扇舞|むせんまい>					NA2_SLPS@0x361A30		slot	32					M1096
T1063	Command Chart > character move name	<r転身扇刃|てんしんせんじん>					NA2_SLPS@0x361A50		slot	32					M1097
T1064	Command Chart > character move name	<r斧扇兜割|ふせんとうかつ>					NA2_SLPS@0x361A70		slot	32					M1098
T1065	Command Chart > character move name	<r幻扇舞|げんせんまい>					NA2_SLPS@0x361A90		slot	32					M1099
T1066	Command Chart > character move name	<r扇一閃|おおぎいっせん>　					NA2_SLPS@0x361AB0		slot	32					M1100
T1067	Command Chart > character move name	<r火遁|かとん>・<r火龍炎弾|かりゅうえんだん>					NA2_SLPS@0x366FC0		slot	48					M1101
T1068	Command Chart > character move name	<r土遁|どとん>・<r土流壁|どりゅうへき>					NA2_SLPS@0x366FF0		slot	48					M1102
T1069	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r乱|みだ>れ<r打|う>ち					NA2_SLPS@0x367020		slot	64					M1103
T1070	Command Chart > character move name	<r伸身如意|しんしんにょい>					NA2_SLPS@0x367060		slot	32					M1104
T1071	Command Chart > character move name	<r遊猿脚|ゆうえんきゃく>					NA2_SLPS@0x367080		slot	32					M1105
T1072	Command Chart > character move name	<r旋猿脚|せんえんきゃく>					NA2_SLPS@0x3670A0		slot	32					M1106
T1073	Command Chart > character move name	<r顎割|あぎとわ>り					NA2_SLPS@0x3670C0		slot	32					M1107
T1074	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大地割|だいちわ>り					NA2_SLPS@0x3670E0		slot	48					M1108
T1075	Command Chart > character move name	<r猿王|えんおう>の<r牙|きば>					NA2_SLPS@0x367110		slot	32					M1109
T1076	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r一本釣|いっぽんづ>り					NA2_SLPS@0x367130		slot	64					M1110
T1077	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大打上|おおうちあ>げ					NA2_SLPS@0x367170		slot	64					M1111
T1078	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r頭蓋砕|ずがいくだ>き					NA2_SLPS@0x3671B0		slot	64					M1112
T1079	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r大打降|おおうちおろ>し					NA2_SLPS@0x3671F0		slot	64					M1113
T1080	Command Chart > character move name	<r金剛術|こんごうじゅつ>　<r裏突|うらづ>き					NA2_SLPS@0x367230		slot	48					M1114
T1081	Command Chart > character move name	<r土遁結界|どとんけっかい>　<r土牢堂無|どろうどうむ>					NA2_SLPS@0x36C1E0		slot	64					M1115
T1082	Command Chart > character move name	<r土遁|どとん>・<r土陵団子|どりょうだんご>					NA2_SLPS@0x36C220		slot	48					M1116
T1083	Command Chart > character move name	<r山顔|ざんがん>					NA2_SLPS@0x36C250		slot	32					M1117
T1084	Command Chart > character move name	<r崩掌|ほうしょう>					NA2_SLPS@0x36C270		slot	32					M1118
T1085	Command Chart > character move name	<r岩投|がんとう>					NA2_SLPS@0x36C290		slot	24					M1119
T1086	Command Chart > character move name	<r放打|ほうだ>					NA2_SLPS@0x36C2A8		slot	24					M1120
T1087	Command Chart > character move name	<r雷豪|らいごう>					NA2_SLPS@0x36C2C0		slot	32					M1121
T1088	Command Chart > character move name	<r伐掌|ばっしょう>					NA2_SLPS@0x36C2E0		slot	32					M1122
T1089	Command Chart > character move name	<r剛突|ごうとつ>					NA2_SLPS@0x36C300		slot	32					M1123
T1090	Command Chart > character move name	<r暴砲|ぼうほう>					NA2_SLPS@0x36C320		slot	32					M1124
T1091	Command Chart > character move name	<r昇雷|しょうらい>					NA2_SLPS@0x36C340		slot	32					M1125
T1092	Command Chart > character move name	<r落体|らくてい>					NA2_SLPS@0x36C360		slot	32					M1126
T1093	Command Chart > character move name	<r落撃|らくげき>					NA2_SLPS@0x36C380		slot	32					M1127
T1094	Command Chart > character move name	<r突肩|とっけん>					NA2_SLPS@0x36C3A0		slot	32					M1128
T1095	Command Chart > character move name	<r蜘蛛巣開|クモソウカイ>					NA2_SLPS@0x3711E0		slot	32					M1129
T1096	Command Chart > character move name	<r大蜘蛛落|おおグモお>とし					NA2_SLPS@0x371200		slot	32					M1130
T1097	Command Chart > character move name	<r蜘蛛足返|クモあしがえ>し					NA2_SLPS@0x371220		slot	32					M1131
T1098	Command Chart > character move name	<r粘金棘刺|ねんきんきょくし>					NA2_SLPS@0x371240		slot	32					M1132
T1099	Command Chart > character move name	<r粘金咬顎|ねんきんこうがく>					NA2_SLPS@0x371260		slot	32					M1133
T1100	Command Chart > character move name	<r蜘蛛足爪裁|クモあしそうさい>					NA2_SLPS@0x371280		slot	32					M1134
T1101	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r舞鳥捕獲|まいどりほかく>					NA2_SLPS@0x3712A0		slot	64					M1135
T1102	Command Chart > character move name	<r蜘蛛旋斧|クモせんぷ>					NA2_SLPS@0x3712E0		slot	32					M1136
T1103	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r這虫捕獲|はいむしほかく>					NA2_SLPS@0x371300		slot	64					M1137
T1104	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r天下半周|てんげはんしゅう>					NA2_SLPS@0x371340		slot	64					M1138
T1105	Command Chart > character move name	<r蜘蛛昇槍|クモしょうそう>					NA2_SLPS@0x371380		slot	32					M1139
T1106	Command Chart > character move name	<r天井這落|てんじょうしゃらく>					NA2_SLPS@0x3713A0		slot	32					M1140
T1107	Command Chart > character move name	<r蜘蛛粘吐|クモねんど>　<r纏糸|てんし>					NA2_SLPS@0x3713C0		slot	48					M1141
T1108	Command Chart > character move name	<r八艘蜘蛛足|はっそうクモあし>					NA2_SLPS@0x3713F0		slot	32					M1142
T1109	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r絆狂|はんきょう>					NA2_SLPS@0x375DF0		slot	64					M1143
T1110	Command Chart > character move name	<r幻武操曲|げんぶそうきょく>　<r独葬|どくそう>					NA2_SLPS@0x375E30		slot	48					M1144
T1111	Command Chart > character move name	<r魔笛|まてき>　<r鎖音|さいん>					NA2_SLPS@0x375E60		slot	32					M1145
T1112	Command Chart > character move name	<r魔笛|まてき>　<r音羽|おとは>					NA2_SLPS@0x375E80		slot	32					M1146
T1113	Command Chart > character move name	<r魔笛|まてき>　<r滴音|てきいん>					NA2_SLPS@0x375EA0		slot	48					M1147
T1114	Command Chart > character move name	<r魔笛|まてき>　<r円音|えんいん>					NA2_SLPS@0x375ED0		slot	48					M1148
T1115	Command Chart > character move name	<r魔笛|まてき>　<r月音|げついん>					NA2_SLPS@0x375F00		slot	48					M1149
T1116	Command Chart > character move name	<r魔笛|まてき>　<r跫音|きょうおん>					NA2_SLPS@0x375F30		slot	48					M1150
T1117	Command Chart > character move name	<r魔笛|まてき>　<r波音|はいん>					NA2_SLPS@0x375F60		slot	32					M1151
T1118	Command Chart > character move name	<r無音|ぶいん>					NA2_SLPS@0x375F80		slot	16					M1152
T1119	Command Chart > character move name	<r魔笛|まてき>　<r環音|かんいん>					NA2_SLPS@0x375F90		slot	48					M1153
T1120	Command Chart > character move name	<r魔笛|まてき>　<r凛音|りんおん>					NA2_SLPS@0x375FC0		slot	40					M1154
T1121	Command Chart > character move name	<r無笛|むてき>					NA2_SLPS@0x375FE8		slot	24					M1155
T1122	Command Chart > character move name	<r魔笛|まてき>　<r虚音|きょいん>					NA2_SLPS@0x376000		slot	48					M1156
T1123	Command Chart > character move name	<r多連拳|たれんけん>					NA2_SLPS@0x37B3A0		slot	32					M1157
T1124	Command Chart > character move name	<r爆滅法陣|ばくめつほうじん>					NA2_SLPS@0x37B3C0		slot	32					M1158
T1125	Command Chart > character move name	<r多連伸角脚|たれんしんかくきゃく>					NA2_SLPS@0x37B3E0		slot	48					M1159
T1126	Command Chart > character move name	<r多連暗生拳|たれんあんしょうけん>					NA2_SLPS@0x37B410		slot	48					M1160
T1127	Command Chart > character move name	<r多連鬼爪脚|たれんきそうきゃく>					NA2_SLPS@0x37B440		slot	48					M1161
T1128	Command Chart > character move name	<r多連惨風脚|たれんざんぷうきゃく>					NA2_SLPS@0x37B470		slot	48					M1162
T1129	Command Chart > character move name	<r多連哭龍脚|たれんこくりゅうきゃく>					NA2_SLPS@0x37B4A0		slot	48					M1163
T1130	Command Chart > character move name	<r多連獄刺脚|たれんごくしきゃく>					NA2_SLPS@0x37B4D0		slot	48					M1164
T1131	Command Chart > character move name	<r多連亡手拳|たれんぼうしゅけん>					NA2_SLPS@0x37B500		slot	48					M1165
T1132	Command Chart > character move name	<r多連閻鳴拳|たれんえんめいけん>					NA2_SLPS@0x37B530		slot	48					M1166
T1133	Command Chart > character move name	<r多連追般脚|たれんついはんきゃく>					NA2_SLPS@0x37B560		slot	48					M1167
T1134	Command Chart > character move name	<r多連鬼招脚|たれんきしょうきゃく>					NA2_SLPS@0x37B590		slot	48					M1168
T1135	Command Chart > character move name	<r多連投獄脚|たれんとうごくきゃく>					NA2_SLPS@0x37B5C0		slot	48					M1169
T1136	Command Chart > character move name	<r多連魔走拳|たれんまそうけん>					NA2_SLPS@0x37B5F0		slot	32					M1170
T1137	Command Chart > character move name	<r茨|いばら>					NA2_SLPS@0x380BB8		slot	24					M1171
T1138	Command Chart > character move name	<r唐松|からまつ>の<r舞|まい>					NA2_SLPS@0x380BD0		slot	32					M1172
T1139	Command Chart > character move name	<r椿|つばき>					NA2_SLPS@0x380BF0		slot	16					M1173
T1140	Command Chart > character move name	<r槻|けやき>					NA2_SLPS@0x380C00		slot	16					M1174
T1141	Command Chart > character move name	<r風車|かざぐるま>					NA2_SLPS@0x380C10		slot	32					M1175
T1142	Command Chart > character move name	<r骨飛礫|ほねつぶて>					NA2_SLPS@0x380C30		slot	24					M1176
T1143	Command Chart > character move name	<r芒|すすき>					NA2_SLPS@0x380C48		slot	16					M1177
T1144	Command Chart > character move name	<r薊|あざみ>					NA2_SLPS@0x380C58		slot	24					M1178
T1145	Command Chart > character move name	<r令法|りょうぶ>					NA2_SLPS@0x380C70		slot	24					M1179
T1146	Command Chart > character move name	<r柊|ひいらぎ>					NA2_SLPS@0x380C88		slot	16					M1180
T1147	Command Chart > character move name	<r空木|うつぎ>					NA2_SLPS@0x380C98		slot	24					M1181
T1148	Command Chart > character move name	<r吸葛|すいかずら>					NA2_SLPS@0x380CB0		slot	24					M1182
T1149	Command Chart > character move name	<r柳|やなぎ>					NA2_SLPS@0x380CC8		slot	24					M1183
T1150	Command Chart > character move name	<r夜叉五倍子|やしゃぶし>					NA2_SLPS@0x380CE0		slot	32					M1184
T1151	Command Chart > character move name	<r椹|さわら>					NA2_SLPS@0x380D00		slot	16					M1185
T1152	Command Chart > character move name	<r瞬光|しゅんこう>					NA2_SLPS@0x386690		slot	32					M1186
T1153	Command Chart > character move name	<r瞬転昇蹴|しゅんてんしょうしゅう>					NA2_SLPS@0x3866B0		slot	48					M1187
T1154	Command Chart > character move name	<r射光閃|しゃこうせん>					NA2_SLPS@0x3866E0		slot	32					M1188
T1155	Command Chart > character move name	<r輝刃閃|きじんせん>					NA2_SLPS@0x386700		slot	32					M1189
T1156	Command Chart > character move name	<r三光閃|さんこうせん>					NA2_SLPS@0x386720		slot	32					M1190
T1157	Command Chart > character move name	<r昇雷閃|しょうらいせん>					NA2_SLPS@0x386740		slot	32					M1191
T1158	Command Chart > character move name	<r超光脚|ちょうこうきゃく>					NA2_SLPS@0x386760		slot	32					M1192
T1159	Command Chart > character move name	<r瞬雷刃|しゅんらいじん>					NA2_SLPS@0x386780		slot	32					M1193
T1160	Command Chart > character move name	<r粒光脚|りゅうこうきゃく>					NA2_SLPS@0x3867A0		slot	32					M1194
T1161	Command Chart > character move name	<r帰光閃|きこうせん>					NA2_SLPS@0x3867C0		slot	32					M1195
T1162	Command Chart > character move name	<r降雷刃|こうらいじん>					NA2_SLPS@0x3867E0		slot	32					M1196
T1163	Command Chart > character move name	<r疾光弾|しっこうだん>					NA2_SLPS@0x386800		slot	32					M1197
T1164	Command Chart > character move name	<r迅雷閃|じんらいせん>					NA2_SLPS@0x386820		slot	32					M1198
T1165	Command Chart > character move name	おいろけの<r術|じゅつ>					NA2_SLPS@0x38B6D0		slot	32					M1199
T1166	Command Chart > character move name	<r忍具|にんぐ>ぽいぽいっ！					NA2_SLPS@0x38B6F0		slot	32					M1200
T1167	Command Chart > character move name	<r木|こ>ノ<r葉丸軍団劇場|はまるぐんだんげきじょう>					NA2_SLPS@0x38B710		slot	64					M1201
T1168	Command Chart > character move name	ぐるぐるどか～ん！					NA2_SLPS@0x38B750		slot	24					M1202
T1169	Command Chart > character move name	かかったな！					NA2_SLPS@0x38B768		slot	24					M1203
T1170	Command Chart > character move name	<r見|み>えないだろ！					NA2_SLPS@0x38B780		slot	32					M1204
T1171	Command Chart > character move name	<r飛|と>んでけぇ！					NA2_SLPS@0x38B7A0		slot	32					M1205
T1172	Command Chart > character move name	<r飛|と>び<r越|こ>えろっ！					NA2_SLPS@0x38B7C0		slot	32					M1206
T1173	Command Chart > character move name	ごっつんこ！					NA2_SLPS@0x38B7E0		slot	16					M1207
T1174	Command Chart > character move name	びった～ん！					NA2_SLPS@0x38B7F0		slot	16					M1208
T1175	Command Chart > character move name	こっち<r来|く>るなコレ！					NA2_SLPS@0x38B800		slot	32					M1209
T1176	Command Chart > character move name	あっち<r行|い>けコレ！					NA2_SLPS@0x38B820		slot	32					M1210
T1177	Command Chart > character move name	<r烈華掌|れっかしょう>					NA2_SLPS@0x390730		slot	32					M1211
T1178	Command Chart > character move name	<r輪昇打|りんしょうだ>					NA2_SLPS@0x390750		slot	32					M1212
T1179	Command Chart > character move name	<r砲突撃|ほうとつげき>					NA2_SLPS@0x390770		slot	32					M1213
T1180	Command Chart > character move name	<r下天崩撃|げてんほうげき>					NA2_SLPS@0x390790		slot	32					M1214
T1181	Command Chart > character move name	<r旋回掌|せんかいしょう>					NA2_SLPS@0x3907B0		slot	32					M1215
T1182	Command Chart > character move name	<r天突連掌|てんとつれんしょう>					NA2_SLPS@0x3907D0		slot	32					M1216
T1183	Command Chart > character move name	<r湖面双脚|こめんそうきゃく>					NA2_SLPS@0x3907F0		slot	32					M1217
T1184	Command Chart > character move name	<r白爆経掌|びゃくばくけいしょう>					NA2_SLPS@0x390810		slot	48					M1218
T1185	Command Chart > character move name	<r跳背両脚|ちょうはいりょうきゃく>					NA2_SLPS@0x390840		slot	48					M1219
T1186	Command Chart > character move name	<r天掴砲掌|てんかくほうしょう>					NA2_SLPS@0x390870		slot	32					M1220
T1187	Command Chart > character move name	<r木遁|もくとん>・<r森羅万象|しんらばんしょう>					NA2_SLPS@0x3956E0		slot	48					M1221
T1188	Command Chart > character move name	<r木遁|もくとん>・<r金剛招木|こんごうしょうぼく>					NA2_SLPS@0x395710		slot	64					M1222
T1189	Command Chart > character move name	<r痛天樹|つうてんじゅ>					NA2_SLPS@0x395750		slot	32					M1223
T1190	Command Chart > character move name	<r木|こ>ノ<r葉風陣|はふうじん>					NA2_SLPS@0x395770		slot	32					M1224
T1191	Command Chart > character move name	<r無双脚|むそうきゃく>					NA2_SLPS@0x395790		slot	32					M1225
T1192	Command Chart > character move name	<r金剛拳|こんごうけん>					NA2_SLPS@0x3957B0		slot	32					M1226
T1193	Command Chart > character move name	<r縫連樹|ほうれんじゅ>					NA2_SLPS@0x3957D0		slot	32					M1227
T1194	Command Chart > character move name	<r黄金蓮咲|こがねれんそう>					NA2_SLPS@0x3957F0		slot	32					M1228
T1195	Command Chart > character move name	<r剛槍樹|ごうそうじゅ>					NA2_SLPS@0x395810		slot	32					M1229
T1196	Command Chart > character move name	<r真肘打|しんちゅうだ>					NA2_SLPS@0x395830		slot	32					M1230
T1197	Command Chart > character move name	<r天狗返|てんぐがえ>り					NA2_SLPS@0x395850		slot	32					M1231
T1198	Command Chart > character move name	<r剛力天誅|ごうりきてんちゅう>					NA2_SLPS@0x395870		slot	32					M1232
T1199	Command Chart > character move name	<r金剛投|こんごうな>げ					NA2_SLPS@0x395890		slot	32					M1233
T1200	Command Chart > character move name	<r旋風舞|つむじま>い					NA2_SLPS@0x3958B0		slot	32					M1234
T1201	Command Chart > character move name	<r黒暗行|こくあんぎょう>の<r術|じゅつ>					NA2_SLPS@0x39A950		slot	48					M1235
T1202	Command Chart > character move name	<r水遁|すいとん>・<r水陣壁|すいじんへき>					NA2_SLPS@0x39A980		slot	48					M1236
