mode	target	target_offset	capacity	source	source_offset	pool_offset	pool_capacity	runtime_base	pointer_offsets	reason
unresolved	ETC	0x2CB68	24							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CB80	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CBF0	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CC10	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CC78	24							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CC90	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CCC0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CCF0	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CD10	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CD30	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CD60	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CD80	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CDA0	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CDC0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CE10	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CE50	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CE80	16							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CEB0	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2CED0	52							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2D950	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2D9D0	24							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DA30	32							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DA70	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DAE0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DB80	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DC30	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DCA0	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DE70	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DF50	40							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2DFF0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F2A0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F2D0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F300	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F330	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F360	64							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F3A0	80							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F500	80							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
unresolved	ETC	0x2F6F0	48							NO_VERIFIED_OFFICIAL_SOURCE_OFFSET
