id	enabled	section	mode	source_ref	donor_ref	capacity	source	donor	prefix	replacement	transform	arguments	reference_refs	parent_mapping_id
M1087	1	character_command_chart	slot	NA2_SLPS@0x361900	NUN5_TEXTENG@0x73E0	48	<r大扇風轟壁|だいせんぷうごうへき>	Giant Rumbling Fan Wind Wall						
M1088	1	character_command_chart	slot	NA2_SLPS@0x361930	NUN5_TEXTENG@0x7400	32	カマイタチの<r術|じゅつ>	Wind Scythe Jutsu						
M1089	1	character_command_chart	slot	NA2_SLPS@0x361950	NUN5_TEXTENG@0x7418	32	<r風神|ふうじん>の<r舞|まい>	Fujin's Dance						
M1090	1	character_command_chart	slot	NA2_SLPS@0x361970	NUN5_TEXTENG@0x7428	32	<r扇旋風|せんせんぷう>	Fan Tornado						
M1091	1	character_command_chart	slot	NA2_SLPS@0x361990	NUN5_TEXTENG@0x7440	32	<r地龍|ちりゅう>の<r息|いき>	Breath of the Earth Dragon						
M1092	1	character_command_chart	slot	NA2_SLPS@0x3619B0	NUN5_TEXTENG@0x7460	32	<r回扇刃|かいせんじん>	Spinning Fan Blade						
M1093	1	character_command_chart	slot	NA2_SLPS@0x3619D0	NUN5_TEXTENG@0x7480	32	<r暴風昇壁|ぼうふうしょうへき>	Rising Tempest Wall						
M1094	1	character_command_chart	slot	NA2_SLPS@0x3619F0	NUN5_TEXTENG@0x74A0	32	<r斧扇降|ふせんこう>	Falling Fan Axe						
M1095	1	character_command_chart	slot	NA2_SLPS@0x361A10	NUN5_TEXTENG@0x74B0	32	<r疾風刃|しっぷうじん>	Gale Blade						
M1096	1	character_command_chart	slot	NA2_SLPS@0x361A30	NUN5_TEXTENG@0x74C0	32	<r夢扇舞|むせんまい>	Dance of the Dream Fan						
M1097	1	character_command_chart	slot	NA2_SLPS@0x361A50	NUN5_TEXTENG@0x74E0	32	<r転身扇刃|てんしんせんじん>	Rotating Fan Blade						
M1098	1	character_command_chart	slot	NA2_SLPS@0x361A70	NUN5_TEXTENG@0x7500	32	<r斧扇兜割|ふせんとうかつ>	Axe Fan Helmet Break						
M1099	1	character_command_chart	slot	NA2_SLPS@0x361A90	NUN5_TEXTENG@0x7520	32	<r幻扇舞|げんせんまい>	Dance of the Phantasm Fan						
M1100	1	character_command_chart	slot	NA2_SLPS@0x361AB0	NUN5_TEXTENG@0x7540	32	<r扇一閃|おおぎいっせん>　	Fan Flash						
M1101	1	character_command_chart	slot	NA2_SLPS@0x366FC0	NUN5_TEXTENG@0x7610	48	<r火遁|かとん>・<r火龍炎弾|かりゅうえんだん>	Fire Style: Dragon Flame Bombs						
M1102	1	character_command_chart	slot	NA2_SLPS@0x366FF0	NUN5_TEXTENG@0x7630	48	<r土遁|どとん>・<r土流壁|どりゅうへき>	Earth Style: Mud Wall						
M1103	1	character_command_chart	slot	NA2_SLPS@0x367020	NUN5_TEXTENG@0x7650	64	<r金剛術|こんごうじゅつ>　<r乱|みだ>れ<r打|う>ち	Adamantine Jutsu: Wild Strike						
M1104	1	character_command_chart	slot	NA2_SLPS@0x367060	NUN5_TEXTENG@0x7670	32	<r伸身如意|しんしんにょい>	Elastic Nyoi						
M1105	1	character_command_chart	slot	NA2_SLPS@0x367080	NUN5_TEXTENG@0x7680	32	<r遊猿脚|ゆうえんきゃく>	Playful Monkey Kick						
M1106	1	character_command_chart	slot	NA2_SLPS@0x3670A0	NUN5_TEXTENG@0x76A0	32	<r旋猿脚|せんえんきゃく>	Turning Monkey Kick						
M1107	1	character_command_chart	slot	NA2_SLPS@0x3670C0	NUN5_TEXTENG@0x76B8	32	<r顎割|あぎとわ>り	Jawbreaker						
M1108	1	character_command_chart	slot	NA2_SLPS@0x3670E0	NUN5_TEXTENG@0x76D0	48	<r金剛術|こんごうじゅつ>　<r大地割|だいちわ>り	Adamantine Jutsu: Earthbreaker						
M1109	1	character_command_chart	slot	NA2_SLPS@0x367110	NUN5_TEXTENG@0x76F0	32	<r猿王|えんおう>の<r牙|きば>	Fangs of the Monkey King						
M1110	1	character_command_chart	slot	NA2_SLPS@0x367130	NUN5_TEXTENG@0x7710	64	<r金剛術|こんごうじゅつ>　<r一本釣|いっぽんづ>り	Adamantine Jutsu: Single-Rod Fishing						
M1111	1	character_command_chart	slot	NA2_SLPS@0x367170	NUN5_TEXTENG@0x7740	64	<r金剛術|こんごうじゅつ>　<r大打上|おおうちあ>げ	Adamantine Jutsu: Great Launch						
M1112	1	character_command_chart	slot	NA2_SLPS@0x3671B0	NUN5_TEXTENG@0x7760	64	<r金剛術|こんごうじゅつ>　<r頭蓋砕|ずがいくだ>き	Adamantine Jutsu: Cranium Smash						
M1113	1	character_command_chart	slot	NA2_SLPS@0x3671F0	NUN5_TEXTENG@0x7780	64	<r金剛術|こんごうじゅつ>　<r大打降|おおうちおろ>し	Adamantine Jutsu: Great Prang						
M1114	1	character_command_chart	slot	NA2_SLPS@0x367230	NUN5_TEXTENG@0x77A0	48	<r金剛術|こんごうじゅつ>　<r裏突|うらづ>き	Adamantine Jutsu: Under-Thrust						
M1115	1	character_command_chart	slot	NA2_SLPS@0x36C1E0	NUN5_TEXTENG@0x7990	64	<r土遁結界|どとんけっかい>　<r土牢堂無|どろうどうむ>	Earth Style Barrier: Earth Dome Prison						
M1116	1	character_command_chart	slot	NA2_SLPS@0x36C220	NUN5_TEXTENG@0x79C0	48	<r土遁|どとん>・<r土陵団子|どりょうだんご>	Earth Style: Sphere of Graves						
M1117	1	character_command_chart	slot	NA2_SLPS@0x36C250	NUN5_TEXTENG@0x79E0	32	<r山顔|ざんがん>	Mountain Face						
M1118	1	character_command_chart	slot	NA2_SLPS@0x36C270	NUN5_TEXTENG@0x79F0	32	<r崩掌|ほうしょう>	Shatter Palm						
M1119	1	character_command_chart	slot	NA2_SLPS@0x36C290	NUN5_TEXTENG@0x7A00	24	<r岩投|がんとう>	Stone Throw						
M1120	1	character_command_chart	slot	NA2_SLPS@0x36C2A8	NUN5_TEXTENG@0x7A10	24	<r放打|ほうだ>	Releasing Strike						
M1121	1	character_command_chart	slot	NA2_SLPS@0x36C2C0	NUN5_TEXTENG@0x7A30	32	<r雷豪|らいごう>	Thunderbolt Roar						
M1122	1	character_command_chart	slot	NA2_SLPS@0x36C2E0	NUN5_TEXTENG@0x7A48	32	<r伐掌|ばっしょう>	Cutting Palm						
M1123	1	character_command_chart	slot	NA2_SLPS@0x36C300	NUN5_TEXTENG@0x7A58	32	<r剛突|ごうとつ>	Heavy Thrust						
M1124	1	character_command_chart	slot	NA2_SLPS@0x36C320	NUN5_TEXTENG@0x7A70	32	<r暴砲|ぼうほう>	Violent Cannonball						
M1125	1	character_command_chart	slot	NA2_SLPS@0x36C340	NUN5_TEXTENG@0x7A88	32	<r昇雷|しょうらい>	Rising Thunder						
M1126	1	character_command_chart	slot	NA2_SLPS@0x36C360	NUN5_TEXTENG@0x7A98	32	<r落体|らくてい>	Body Drop						
M1127	1	character_command_chart	slot	NA2_SLPS@0x36C380	NUN5_TEXTENG@0x7AA8	32	<r落撃|らくげき>	Drop Attack						
M1128	1	character_command_chart	slot	NA2_SLPS@0x36C3A0	NUN5_TEXTENG@0x7AC0	32	<r突肩|とっけん>	Shoulder Charge						
M1129	1	character_command_chart	slot	NA2_SLPS@0x3711E0	NUN5_TEXTENG@0x7B80	32	<r蜘蛛巣開|クモソウカイ>	Spiral Spider Web						
M1130	1	character_command_chart	slot	NA2_SLPS@0x371200	NUN5_TEXTENG@0x7BA0	32	<r大蜘蛛落|おおグモお>とし	Giant Spider Drop						
M1131	1	character_command_chart	slot	NA2_SLPS@0x371220	NUN5_TEXTENG@0x7BC0	32	<r蜘蛛足返|クモあしがえ>し	Spider Leg Counter						
M1132	1	character_command_chart	slot	NA2_SLPS@0x371240	NUN5_TEXTENG@0x7BE0	32	<r粘金棘刺|ねんきんきょくし>	Malleable Metal Stab						
M1133	1	character_command_chart	slot	NA2_SLPS@0x371260	NUN5_TEXTENG@0x7C00	32	<r粘金咬顎|ねんきんこうがく>	Malleable Metal Jaw Bite						
M1134	1	character_command_chart	slot	NA2_SLPS@0x371280	NUN5_TEXTENG@0x7C20	32	<r蜘蛛足爪裁|クモあしそうさい>	Spider Foot Claw Cut 						
M1135	1	character_command_chart	slot	NA2_SLPS@0x3712A0	NUN5_TEXTENG@0x7C40	64	<r蜘蛛粘吐|クモねんど>　<r舞鳥捕獲|まいどりほかく>	Spider Gum: Dancing Bird Capture						
M1136	1	character_command_chart	slot	NA2_SLPS@0x3712E0	NUN5_TEXTENG@0x7C70	32	<r蜘蛛旋斧|クモせんぷ>	Spider Spiral Axe						
M1137	1	character_command_chart	slot	NA2_SLPS@0x371300	NUN5_TEXTENG@0x7C90	64	<r蜘蛛粘吐|クモねんど>　<r這虫捕獲|はいむしほかく>	Spider Gum: Crawling Insect Capture						
M1138	1	character_command_chart	slot	NA2_SLPS@0x371340	NUN5_TEXTENG@0x7CC0	64	<r蜘蛛粘吐|クモねんど>　<r天下半周|てんげはんしゅう>	Spider Gum: Halfway Around the Earth						
M1139	1	character_command_chart	slot	NA2_SLPS@0x371380	NUN5_TEXTENG@0x7CF0	32	<r蜘蛛昇槍|クモしょうそう>	Spider Rising Spear 						
M1140	1	character_command_chart	slot	NA2_SLPS@0x3713A0	NUN5_TEXTENG@0x7D10	32	<r天井這落|てんじょうしゃらく>	Ceiling Crawl Drop						
M1141	1	character_command_chart	slot	NA2_SLPS@0x3713C0	NUN5_TEXTENG@0x7D30	48	<r蜘蛛粘吐|クモねんど>　<r纏糸|てんし>	Spider Gum: Clad String						
M1142	1	character_command_chart	slot	NA2_SLPS@0x3713F0	NUN5_TEXTENG@0x7D50	32	<r八艘蜘蛛足|はっそうクモあし>	8 Ship Spider Leg 						
M1143	1	character_command_chart	slot	NA2_SLPS@0x375DF0	NUN5_TEXTENG@0x7E20	64	<r幻武操曲|げんぶそうきょく>　<r絆狂|はんきょう>	Musical Manipulation: Tied Madness						
M1144	1	character_command_chart	slot	NA2_SLPS@0x375E30	NUN5_TEXTENG@0x7E50	48	<r幻武操曲|げんぶそうきょく>　<r独葬|どくそう>	Musical Manipulation: Single Burial 						
M1145	1	character_command_chart	slot	NA2_SLPS@0x375E60	NUN5_TEXTENG@0x7E80	32	<r魔笛|まてき>　<r鎖音|さいん>	Demon Flute: Chain Sound						
M1146	1	character_command_chart	slot	NA2_SLPS@0x375E80	NUN5_TEXTENG@0x7EA0	32	<r魔笛|まてき>　<r音羽|おとは>	Demon Flute: Sound Wings						
M1147	1	character_command_chart	slot	NA2_SLPS@0x375EA0	NUN5_TEXTENG@0x7EC0	48	<r魔笛|まてき>　<r滴音|てきいん>	Demon Flute: Drop Sound						
M1148	1	character_command_chart	slot	NA2_SLPS@0x375ED0	NUN5_TEXTENG@0x7EE0	48	<r魔笛|まてき>　<r円音|えんいん>	Demon Flute: Circle Sound						
M1149	1	character_command_chart	slot	NA2_SLPS@0x375F00	NUN5_TEXTENG@0x7F00	48	<r魔笛|まてき>　<r月音|げついん>	Demon Flute: Moon Sound						
M1150	1	character_command_chart	slot	NA2_SLPS@0x375F30	NUN5_TEXTENG@0x7F20	48	<r魔笛|まてき>　<r跫音|きょうおん>	Demon Flute: Footstep Sound						
M1151	1	character_command_chart	slot	NA2_SLPS@0x375F60	NUN5_TEXTENG@0x7F40	32	<r魔笛|まてき>　<r波音|はいん>	Demon Flute: Wave Sound						
M1152	1	character_command_chart	slot	NA2_SLPS@0x375F80	NUN5_SLES@0x514118	16	<r無音|ぶいん>	Silence						
M1153	1	character_command_chart	slot	NA2_SLPS@0x375F90	NUN5_TEXTENG@0x7F60	48	<r魔笛|まてき>　<r環音|かんいん>	Demon Flute: Ring Sound						
M1154	1	character_command_chart	slot	NA2_SLPS@0x375FC0	NUN5_TEXTENG@0x7F80	40	<r魔笛|まてき>　<r凛音|りんおん>	Demon Flute: Clear Sound						
M1155	1	character_command_chart	slot	NA2_SLPS@0x375FE8	NUN5_TEXTENG@0x7FA0	24	<r無笛|むてき>	No Flute 						
M1156	1	character_command_chart	slot	NA2_SLPS@0x376000	NUN5_TEXTENG@0x7FB0	48	<r魔笛|まてき>　<r虚音|きょいん>	Demon Flute: Hollow Sound						
M1157	1	character_command_chart	slot	NA2_SLPS@0x37B3A0	NUN5_TEXTENG@0x8070	32	<r多連拳|たれんけん>	Multiple Fists Barrage						
M1158	1	character_command_chart	slot	NA2_SLPS@0x37B3C0	NUN5_TEXTENG@0x8090	32	<r爆滅法陣|ばくめつほうじん>	Explosive Destruction Formation						
M1159	1	character_command_chart	slot	NA2_SLPS@0x37B3E0	NUN5_TEXTENG@0x80B0	48	<r多連伸角脚|たれんしんかくきゃく>	Multi Growing Horn Kick						
M1160	1	character_command_chart	slot	NA2_SLPS@0x37B410	NUN5_TEXTENG@0x80D0	48	<r多連暗生拳|たれんあんしょうけん>	Multi Dark Life Fist						
M1161	1	character_command_chart	slot	NA2_SLPS@0x37B440	NUN5_TEXTENG@0x80F0	48	<r多連鬼爪脚|たれんきそうきゃく>	Multi Demon Claw Kick						
M1162	1	character_command_chart	slot	NA2_SLPS@0x37B470	NUN5_TEXTENG@0x8110	48	<r多連惨風脚|たれんざんぷうきゃく>	Multi Cruel Wind Kick						
M1163	1	character_command_chart	slot	NA2_SLPS@0x37B4A0	NUN5_TEXTENG@0x8130	48	<r多連哭龍脚|たれんこくりゅうきゃく>	Multi Howling Dragon Kick						
M1164	1	character_command_chart	slot	NA2_SLPS@0x37B4D0	NUN5_TEXTENG@0x8150	48	<r多連獄刺脚|たれんごくしきゃく>	Multi Imprisoning Stabbing Kick						
M1165	1	character_command_chart	slot	NA2_SLPS@0x37B500	NUN5_TEXTENG@0x8170	48	<r多連亡手拳|たれんぼうしゅけん>	Multi Dead Hand Fist						
M1166	1	character_command_chart	slot	NA2_SLPS@0x37B530	NUN5_TEXTENG@0x8190	48	<r多連閻鳴拳|たれんえんめいけん>	Multi Diabolical Shouting Fist						
M1167	1	character_command_chart	slot	NA2_SLPS@0x37B560	NUN5_TEXTENG@0x81B0	48	<r多連追般脚|たれんついはんきゃく>	Multi Pursuing Kick						
M1168	1	character_command_chart	slot	NA2_SLPS@0x37B590	NUN5_TEXTENG@0x81D0	48	<r多連鬼招脚|たれんきしょうきゃく>	Multi Demon Calling Kick						
M1169	1	character_command_chart	slot	NA2_SLPS@0x37B5C0	NUN5_TEXTENG@0x81F0	48	<r多連投獄脚|たれんとうごくきゃく>	Multi Imprisoning Kick						
M1170	1	character_command_chart	slot	NA2_SLPS@0x37B5F0	NUN5_TEXTENG@0x8210	32	<r多連魔走拳|たれんまそうけん>	Multi Evil Dash Fist						
M1171	1	character_command_chart	slot	NA2_SLPS@0x380BB8	NUN5_SLES@0x514120	24	<r茨|いばら>	Thorn						
M1172	1	character_command_chart	slot	NA2_SLPS@0x380BD0	NUN5_TEXTENG@0x82F0	32	<r唐松|からまつ>の<r舞|まい>	Larch Dance 						
M1173	1	character_command_chart	slot	NA2_SLPS@0x380BF0	NUN5_TEXTENG@0x8300	16	<r椿|つばき>	Camellia 						
M1174	1	character_command_chart	slot	NA2_SLPS@0x380C00	NUN5_SLES@0x514128	16	<r槻|けやき>	Zelkova						
M1175	1	character_command_chart	slot	NA2_SLPS@0x380C10	NUN5_TEXTENG@0x8310	32	<r風車|かざぐるま>	Windmill						
M1176	1	character_command_chart	slot	NA2_SLPS@0x380C30	NUN5_TEXTENG@0x8320	24	<r骨飛礫|ほねつぶて>	Flying Bone Pellet						
M1177	1	character_command_chart	slot	NA2_SLPS@0x380C48	NUN5_SLES@0x514130	16	<r芒|すすき>	Pampas						
M1178	1	character_command_chart	slot	NA2_SLPS@0x380C58	NUN5_SLES@0x514138	24	<r薊|あざみ>	Thistle						
M1179	1	character_command_chart	slot	NA2_SLPS@0x380C70	NUN5_SLES@0x514140	24	<r令法|りょうぶ>	Clethra						
M1180	1	character_command_chart	slot	NA2_SLPS@0x380C88	NUN5_SLES@0x514148	16	<r柊|ひいらぎ>	Holly						
M1181	1	character_command_chart	slot	NA2_SLPS@0x380C98	NUN5_SLES@0x514150	24	<r空木|うつぎ>	Deutzia						
M1182	1	character_command_chart	slot	NA2_SLPS@0x380CB0	NUN5_TEXTENG@0x8338	24	<r吸葛|すいかずら>	Honeysuckle						
M1183	1	character_command_chart	slot	NA2_SLPS@0x380CC8	NUN5_SLES@0x514158	24	<r柳|やなぎ>	Willow						
M1184	1	character_command_chart	slot	NA2_SLPS@0x380CE0	NUN5_SLES@0x514160	32	<r夜叉五倍子|やしゃぶし>	Alder 						
M1185	1	character_command_chart	slot	NA2_SLPS@0x380D00	NUN5_SLES@0x514168	16	<r椹|さわら>	Cypress						
M1186	1	character_command_chart	slot	NA2_SLPS@0x386690	NUN5_TEXTENG@0x8410	32	<r瞬光|しゅんこう>	Instant Light 						
M1187	1	character_command_chart	slot	NA2_SLPS@0x3866B0	NUN5_TEXTENG@0x8420	48	<r瞬転昇蹴|しゅんてんしょうしゅう>	Instant Rising Kick						
M1188	1	character_command_chart	slot	NA2_SLPS@0x3866E0	NUN5_TEXTENG@0x8438	32	<r射光閃|しゃこうせん>	Shooting Flash						
M1189	1	character_command_chart	slot	NA2_SLPS@0x386700	NUN5_TEXTENG@0x8450	32	<r輝刃閃|きじんせん>	Shining Blade Flash						
M1190	1	character_command_chart	slot	NA2_SLPS@0x386720	NUN5_TEXTENG@0x8468	32	<r三光閃|さんこうせん>	Triple Flash						
M1191	1	character_command_chart	slot	NA2_SLPS@0x386740	NUN5_TEXTENG@0x8480	32	<r昇雷閃|しょうらいせん>	Rising Thunder Flash						
M1192	1	character_command_chart	slot	NA2_SLPS@0x386760	NUN5_TEXTENG@0x84A0	32	<r超光脚|ちょうこうきゃく>	Super Light beam Kick						
M1193	1	character_command_chart	slot	NA2_SLPS@0x386780	NUN5_TEXTENG@0x84C0	32	<r瞬雷刃|しゅんらいじん>	Instant Thunder Blade						
M1194	1	character_command_chart	slot	NA2_SLPS@0x3867A0	NUN5_TEXTENG@0x84E0	32	<r粒光脚|りゅうこうきゃく>	Light Particle Kick						
M1195	1	character_command_chart	slot	NA2_SLPS@0x3867C0	NUN5_TEXTENG@0x8500	32	<r帰光閃|きこうせん>	Returning Light Flash						
M1196	1	character_command_chart	slot	NA2_SLPS@0x3867E0	NUN5_TEXTENG@0x8520	32	<r降雷刃|こうらいじん>	Falling Thunder Blade						
M1197	1	character_command_chart	slot	NA2_SLPS@0x386800	NUN5_TEXTENG@0x8540	32	<r疾光弾|しっこうだん>	Lightning Bullet						
M1198	1	character_command_chart	slot	NA2_SLPS@0x386820	NUN5_TEXTENG@0x8560	32	<r迅雷閃|じんらいせん>	Lightning Flash 						
M1199	1	character_command_chart	slot	NA2_SLPS@0x38B6D0	NUN5_TEXTENG@0x8648	32	おいろけの<r術|じゅつ>	Sexy Jutsu						
M1200	1	character_command_chart	slot	NA2_SLPS@0x38B6F0	NUN5_TEXTENG@0x8660	32	<r忍具|にんぐ>ぽいぽいっ！	Ninja Tools Toss!						
M1201	1	character_command_chart	slot	NA2_SLPS@0x38B710	NUN5_TEXTENG@0x8680	64	<r木|こ>ノ<r葉丸軍団劇場|はまるぐんだんげきじょう>	Konohamaru Ninja Squad Theater						
M1202	1	character_command_chart	slot	NA2_SLPS@0x38B750	NUN5_TEXTENG@0x86A0	24	ぐるぐるどか～ん！	Spin, Spin, Bam!						
M1203	1	character_command_chart	slot	NA2_SLPS@0x38B768	NUN5_TEXTENG@0x86B8	24	かかったな！	I Got You!						
M1204	1	character_command_chart	slot	NA2_SLPS@0x38B780	NUN5_TEXTENG@0x86D0	32	<r見|み>えないだろ！	You Can't See Me!						
M1205	1	character_command_chart	slot	NA2_SLPS@0x38B7A0	NUN5_TEXTENG@0x86E8	32	<r飛|と>んでけぇ！	Fly Away!						
M1206	1	character_command_chart	slot	NA2_SLPS@0x38B7C0	NUN5_TEXTENG@0x86F8	32	<r飛|と>び<r越|こ>えろっ！	Jump Over!						
M1207	1	character_command_chart	slot	NA2_SLPS@0x38B7E0	NUN5_SLES@0x514170	16	ごっつんこ！	Thump!						
M1208	1	character_command_chart	slot	NA2_SLPS@0x38B7F0	NUN5_SLES@0x514178	16	びった～ん！	Slam!						
M1209	1	character_command_chart	slot	NA2_SLPS@0x38B800	NUN5_TEXTENG@0x8710	32	こっち<r来|く>るなコレ！	Keep Away From Me!						
M1210	1	character_command_chart	slot	NA2_SLPS@0x38B820	NUN5_TEXTENG@0x8728	32	あっち<r行|い>けコレ！	Go Away! 						
M1211	1	character_command_chart	slot	NA2_SLPS@0x390730	NUN5_TEXTENG@0x87E0	32	<r烈華掌|れっかしょう>	Fierce Palm						
M1212	1	character_command_chart	slot	NA2_SLPS@0x390750	NUN5_TEXTENG@0x87F0	32	<r輪昇打|りんしょうだ>	Rising Circle Strike						
M1213	1	character_command_chart	slot	NA2_SLPS@0x390770	NUN5_TEXTENG@0x8810	32	<r砲突撃|ほうとつげき>	Cannonball Charge						
M1214	1	character_command_chart	slot	NA2_SLPS@0x390790	NUN5_TEXTENG@0x8830	32	<r下天崩撃|げてんほうげき>	Earth Destruction Attack						
M1215	1	character_command_chart	slot	NA2_SLPS@0x3907B0	NUN5_TEXTENG@0x8850	32	<r旋回掌|せんかいしょう>	Whirling Palm						
M1216	1	character_command_chart	slot	NA2_SLPS@0x3907D0	NUN5_TEXTENG@0x8860	32	<r天突連掌|てんとつれんしょう>	Heaven Thrust Repeating Palm						
M1217	1	character_command_chart	slot	NA2_SLPS@0x3907F0	NUN5_TEXTENG@0x8880	32	<r湖面双脚|こめんそうきゃく>	Lake Surface Twin Kick						
M1218	1	character_command_chart	slot	NA2_SLPS@0x390810	NUN5_TEXTENG@0x88A0	48	<r白爆経掌|びゃくばくけいしょう>	White Explosive Chakra Palm						
M1219	1	character_command_chart	slot	NA2_SLPS@0x390840	NUN5_TEXTENG@0x88C0	48	<r跳背両脚|ちょうはいりょうきゃく>	Jumping Double Back Kick						
M1220	1	character_command_chart	slot	NA2_SLPS@0x390870	NUN5_TEXTENG@0x88E0	32	<r天掴砲掌|てんかくほうしょう>	Seizing Heaven Cannonball Palm						
M1221	1	character_command_chart	slot	NA2_SLPS@0x3956E0	NUN5_TEXTENG@0x89B0	48	<r木遁|もくとん>・<r森羅万象|しんらばんしょう>	Wood Style: Universe						
M1222	1	character_command_chart	slot	NA2_SLPS@0x395710	NUN5_TEXTENG@0x89D0	64	<r木遁|もくとん>・<r金剛招木|こんごうしょうぼく>	Wood Style: Adamantine Forest Call						
M1223	1	character_command_chart	slot	NA2_SLPS@0x395750	NUN5_TEXTENG@0x8A00	32	<r痛天樹|つうてんじゅ>	Heaven Forest of Pain						
M1224	1	character_command_chart	slot	NA2_SLPS@0x395770	NUN5_TEXTENG@0x8A20	32	<r木|こ>ノ<r葉風陣|はふうじん>	Hidden Leaf Wind Formation						
M1225	1	character_command_chart	slot	NA2_SLPS@0x395790	NUN5_TEXTENG@0x8A40	32	<r無双脚|むそうきゃく>	Ultra Kick						
M1226	1	character_command_chart	slot	NA2_SLPS@0x3957B0	NUN5_TEXTENG@0x8A50	32	<r金剛拳|こんごうけん>	Adamantine Fist						
M1227	1	character_command_chart	slot	NA2_SLPS@0x3957D0	NUN5_TEXTENG@0x8A60	32	<r縫連樹|ほうれんじゅ>	Lined Forest						
M1228	1	character_command_chart	slot	NA2_SLPS@0x3957F0	NUN5_TEXTENG@0x8A70	32	<r黄金蓮咲|こがねれんそう>	Golden Lotus Blossom						
M1229	1	character_command_chart	slot	NA2_SLPS@0x395810	NUN5_TEXTENG@0x8A88	32	<r剛槍樹|ごうそうじゅ>	Spear Forest						
M1230	1	character_command_chart	slot	NA2_SLPS@0x395830	NUN5_TEXTENG@0x8A98	32	<r真肘打|しんちゅうだ>	Elbow Strike						
M1231	1	character_command_chart	slot	NA2_SLPS@0x395850	NUN5_TEXTENG@0x8AA8	32	<r天狗返|てんぐがえ>り	Tengu Turn						
M1232	1	character_command_chart	slot	NA2_SLPS@0x395870	NUN5_TEXTENG@0x8AC0	32	<r剛力天誅|ごうりきてんちゅう>	Heaven's Punishment						
M1233	1	character_command_chart	slot	NA2_SLPS@0x395890	NUN5_TEXTENG@0x8AE0	32	<r金剛投|こんごうな>げ	Adamantine Throw						
M1234	1	character_command_chart	slot	NA2_SLPS@0x3958B0	NUN5_TEXTENG@0x8B00	32	<r旋風舞|つむじま>い	Whirlwind Dance						
M1235	1	character_command_chart	slot	NA2_SLPS@0x39A950	NUN5_TEXTENG@0x8BC0	48	<r黒暗行|こくあんぎょう>の<r術|じゅつ>	Infinite Darkness Jutsu						
M1236	1	character_command_chart	slot	NA2_SLPS@0x39A980	NUN5_TEXTENG@0x8BE0	48	<r水遁|すいとん>・<r水陣壁|すいじんへき>	Water Style: Water Wall						
M1237	1	character_command_chart	slot	NA2_SLPS@0x39A9B0	NUN5_TEXTENG@0x8C00	32	<r昇河穿脚|しょうかせんきゃく>	Rising River Thrust Kick						
M1238	1	character_command_chart	slot	NA2_SLPS@0x39A9D0	NUN5_TEXTENG@0x8C20	32	<r水掌刃|すいしょうじん>	Water Palm Blade						
M1239	1	character_command_chart	slot	NA2_SLPS@0x39A9F0	NUN5_TEXTENG@0x8C38	32	<r抱水|ほうすい>	Water Retain						
M1240	1	character_command_chart	slot	NA2_SLPS@0x39AA10	NUN5_TEXTENG@0x8C50	32	<r流水斬|りゅうすいざん>	Flowing Water Slash						
M1241	1	character_command_chart	slot	NA2_SLPS@0x39AA30	NUN5_TEXTENG@0x8C70	32	<r水柱突|すいちゅうとつ>	Water Pillar Thrust						
M1242	1	character_command_chart	slot	NA2_SLPS@0x39AA50	NUN5_TEXTENG@0x8C88	32	<r転落踵|てんらくしょう>	Heel Drop						
M1243	1	character_command_chart	slot	NA2_SLPS@0x39AA70	NUN5_TEXTENG@0x8C98	32	<r瞬水|しゅんすい>	Instant Water						
M1244	1	character_command_chart	slot	NA2_SLPS@0x39AA90	NUN5_TEXTENG@0x8CA8	32	<r渦流脚激|かりゅうかくげき>	Whirlpool Kick						
M1245	1	character_command_chart	slot	NA2_SLPS@0x39AAB0	NUN5_TEXTENG@0x8CB8	32	<r氾水脚|はんすいきゃく>	Flood Kick 						
M1246	1	character_command_chart	slot	NA2_SLPS@0x39AAD0	NUN5_TEXTENG@0x8CC8	16	<r獅水|しすい>	Lion Water						
M1247	1	character_command_chart	slot	NA2_SLPS@0x39AAE0	NUN5_TEXTENG@0x8CE0	32	<r滝壺落|たきつぼお>とし	Water Basin Drop 						
M1248	1	character_command_chart	slot	NA2_SLPS@0x39AB00	NUN5_TEXTENG@0x8D00	32	<r飛沫連脚|ひまつれんきゃく>	Spray Kick Barrage						
M1249	1	character_command_chart	slot	NA2_SLPS@0x39FF60	NUN5_TEXTENG@0x8DD8	32	<r猛蛇蹂躙|もうじゃじゅうりん>	Snake Stomp						
M1250	1	character_command_chart	slot	NA2_SLPS@0x39FF80	NUN5_TEXTENG@0x8DF0	32	<r撃滅乱蛇|げきめつらんだ>	Marauding Snakes						
M1251	1	character_command_chart	slot	NA2_SLPS@0x39FFA0	NUN5_TEXTENG@0x8E10	32	<r輪蛇転脚|りんじゃてんきゃく>	Ring Snake Kick						
M1252	1	character_command_chart	slot	NA2_SLPS@0x39FFC0	NUN5_TEXTENG@0x8E20	48	<r潜影蛇手|せんえいじゃしゅ>　<r蛇突|じゃとつ>	Striking Shadow Snake: Snake Thrust						
M1253	1	character_command_chart	slot	NA2_SLPS@0x39FFF0	NUN5_TEXTENG@0x8E50	48	<r潜影蛇手|せんえいじゃしゅ>　<r蛇降|じゃこう>	Striking Shadow Snake: Snake Fall						
